book,문단식별자,문장식별자,원문,번역문,marker_raw,marker_normalized,dansa_category,llm_judgment,marker_type,analysis_level
시경집전(하),2131,4749,賦也라,8ee2540f4365747d,라,라,微絶之斷,False,라,L2
당송팔대가문초유종원2,305,1903,有來胥悅이라,7fa9d4f0e9052f49,이라,라,微絶之斷,False,라,L2
당송팔대가문초한유2,321,1572,謂其文章之盛也라,e687639c922715ae,라,라,微絶之斷,True,라,L2
당송팔대가문초유종원2,338,2196,病骨髓라,aabfd7400f568052,라,라,微絶之斷,False,라,L2
당송팔대가문초구양수3,474,2006,明法이라,dc14b0868249109f,이라,라,微絶之斷,True,라,L2
주역전의(상),1197,3620,征其文德謙巽所不能服者也라,26bc92c83b32c1bc,라,라,微絶之斷,True,라,L2
당송팔대가문초소식4,292,1144,天下一家 且數十百年矣라,25504eae8aad2751,라,라,微絶之斷,False,라,L2
서경집전(상),181,1329,冀州라,848a98950c229c5d,라,라,微絶之斷,False,라,L2
당송팔대가문초왕안석2,617,3161,嗚呼라,69c0d46eb718e43e,라,라,微絶之斷,False,라,L2
시경집전(하),420,920,不脫衣冠而寐曰假寐라,5dc8661ef66745d8,라,라,微絶之斷,False,라,L2
당송팔대가문초왕안석2,15,52,嗚呼라,69c0d46eb718e43e,라,라,微絶之斷,True,라,L2
당송팔대가문초구양수3,472,1978,以臻盛隆이라,e4ef5f83bee79a95,이라,라,微絶之斷,False,라,L2
당송팔대가문초소식2,436,1855,子房亦與焉이라,4f4ce0e6a4679ac2,이라,라,微絶之斷,True,라,L2
당송팔대가문초구양수2,477,1884,嗚呼라,24e5a6656c0e001e,라,라,微絶之斷,True,라,L2
자치통감강목4,1283,2922,太始元年이라,b480f21ac33edfff,이라,라,微絶之斷,False,라,L2
논어집주,1601,5117,夫子嘗謂子貢悅不若己者라,034aee1136011498,라,라,微絶之斷,False,라,L2
당송팔대가문초소순1,390,2472,吁라,24e5a6656c0e001e,라,라,微絶之斷,False,라,L2
자치통감강목1,662,1881,三十五年이라,c95370d54eba71ef,이라,라,微絶之斷,True,라,L2
당송팔대가문초구양수3,411,1642,太尉之崇이라,39fbdb382dd4f5f6,이라,라,微絶之斷,False,라,L2
시경집전(상),2703,6267,賦也라,8ee2540f4365747d,라,라,微絶之斷,False,라,L2
당송팔대가문초구양수1,491,2438,故能動而有成功也라,49f0de3aedc226fb,라,라,微絶之斷,True,라,L2
시경집전(상),568,1300,賦也라,8ee2540f4365747d,라,라,微絶之斷,False,라,L2
논어집주,1771,5560,品節詳明而德性堅定이라,fc1738f432d98c88,이라,라,微絶之斷,True,라,L2
논어집주,338,1191,不侈然以自放之謂約이라,078addbbe0b5a485,이라,라,微絶之斷,True,라,L2
당송팔대가문초소순1,61,409,嗚呼라,69c0d46eb718e43e,라,라,微絶之斷,False,라,L2
논어집주,1330,4316,當時有此言也라,8d58fe0ada0e36f0,라,라,微絶之斷,False,라,L2
서경집전(상),140,968,皐陶曰 都라,3391e6af2236cd06,라,라,微絶之斷,False,라,L2
당송팔대가문초왕안석1,373,1702,中多名言이라,916baeb0ff608ac7,이라,라,微絶之斷,True,라,L2
당송팔대가문초구양수1,2,4,又三百年而得歐陽子라,6a4e995bee9e5542,라,라,微絶之斷,False,라,L2
당송팔대가문초왕안석1,450,1970,情婉而正이라,f4aff82bc2dc47f3,이라,라,微絶之斷,True,라,L2
당송팔대가문초소순1,152,990,嗚呼라,69c0d46eb718e43e,라,라,微絶之斷,True,라,L2
당송팔대가문초한유1,103,473,處分亦確이라,485b3dd5e03f4cfc,이라,라,微絶之斷,True,라,L2
당송팔대가문초왕안석2,420,2284,嗟乎라,80b120ba732e06f1,라,라,微絶之斷,True,라,L2
논어집주,350,1234,事又見第十一篇이라,d8d0d3a53d6e9b52,이라,라,微絶之斷,True,라,L2
당송팔대가문초소순1,212,1295,吁라,24e5a6656c0e001e,라,라,微絶之斷,True,라,L2
주역전의(하),1451,4385,之內爲來라,599264ccf60b38a6,라,라,微絶之斷,True,라,L2
당송팔대가문초구양수2,539,2119,嗚呼라,69c0d46eb718e43e,라,라,微絶之斷,False,라,L2
서경집전(상),23,158,帝曰 吁라,704ff96651f05a9a,라,라,微絶之斷,True,라,L2
주역전의(하),684,2054,是以不可取也라,c29250cad47a668b,라,라,微絶之斷,True,라,L2
시경집전(하),639,1408,賦也라,8ee2540f4365747d,라,라,微絶之斷,True,라,L2
당송팔대가문초한유3,334,1890,故君子以公爲知人이라,7f04045cceae2128,이라,라,微絶之斷,True,라,L2
시경집전(하),2266,5046,賦也라,8ee2540f4365747d,라,라,微絶之斷,True,라,L2
당송팔대가문초소순1,338,2128,無矣라,cc3a99575d408b03,라,라,微絶之斷,True,라,L2
시경집전(하),1811,4078,賦也라,8ee2540f4365747d,라,라,微絶之斷,True,라,L2
시경집전(하),74,160,除亦去也라,75e418d8dc4e4314,라,라,微絶之斷,True,라,L2
당송팔대가문초유종원1,203,1353,不宣이라,fc6a5c0d1922ca05,이라,라,微絶之斷,True,라,L2
당송팔대가문초유종원2,198,940,惟聖之首라,df69924b28868137,라,라,微絶之斷,False,라,L2
당송팔대가문초소식5,282,1110,雖(獨)［觸］不傷이라,a657dcba83d50f18,이라,라,微絶之斷,False,라,L2
주역전의(하),2202,6058,或曰 二卦互有與求之義라,53ae2854618d4a76,라,라,微絶之斷,False,라,L2
당송팔대가문초유종원1,150,1030,敬叔吾所信愛라,45bbc30e2feeb357,라,라,微絶之斷,True,라,L2
맹자집주,701,2505,八尺曰尋이라,2dbbb75cbc5ee3c9,이라,라,微絶之斷,True,라,L2
주역전의(상),1043,3189,故利涉大川이라,ccd50c655990367e,이라,라,微絶之斷,True,라,L2
맹자집주,668,2364,蓋命契之辭也라,08fbaf3518f7f103,라,라,微絶之斷,True,라,L2
시경집전(상),1010,2361,鑿墻而棲曰塒라,77370049d459250a,라,라,微絶之斷,True,라,L2
당송팔대가문초구양수3,303,1126,李侯治吉敏而有方이라,4099fbd27132c08b,이라,라,微絶之斷,True,라,L2
시경집전(상),1983,4506,興也라,132140857a360a8c,라,라,微絶之斷,True,라,L2
당송팔대가문초유종원2,367,2466,人服其智라,4f4bedc4220c3c85,라,라,微絶之斷,True,라,L2
당송팔대가문초소식4,41,159,嗚呼라,24e5a6656c0e001e,라,라,微絶之斷,True,라,L2
당송팔대가문초구양수4,524,2310,噫嘻悲夫라,eba8e7e4cf08d4ed,라,라,微絶之斷,False,라,L2
시경집전(상),926,2168,與泉水之卒章同意라,a1ba22e57883115e,라,라,微絶之斷,True,라,L2
당송팔대가문초유종원1,49,370,不宣이라,fc6a5c0d1922ca05,이라,라,微絶之斷,True,라,L2
당송팔대가문초유종원1,43,318,然而辨之亦非難也라,e5a6f60919b73579,라,라,微絶之斷,True,라,L2
맹자집주,526,1834,燕固可伐矣라,b80f3a5236c22398,라,라,微絶之斷,True,라,L2
춘추좌씨전1,433,2286,故薨則赴以名이라,3af1828826ff3fac,이라,라,微絶之斷,True,라,L2
당송팔대가문초증공1,335,1787,而此非有司之法也라,9d647f9fc709e450,라,라,微絶之斷,True,라,L2
당송팔대가문초구양수5,98,730,三年徙鎭河東이라,074102d04cc2ea8b,이라,라,微絶之斷,True,라,L2
논어집주,731,2601,巍巍乎라,140616d67c252ac6,라,라,微絶之斷,False,라,L2
당송팔대가문초유종원1,263,1619,余墨者徒也라,5b17161fc74abab6,라,라,微絶之斷,True,라,L2
당송팔대가문초유종원1,198,1303,愚不敏以爲信然이라,59dd3f81fdcf4dc7,이라,라,微絶之斷,True,라,L2
자치통감강목1,236,569,秦簡公十二年이라,f1799f0d3f49a9e7,이라,라,微絶之斷,False,라,L2
서경집전(하),147,607,甚言人臣僭上之患如此라,39fad108de3e5378,라,라,微絶之斷,True,라,L2
당송팔대가문초구양수5,72,551,然卒不能［少］挫其鋒以得志라,6fc0a1a2ab26f870,라,라,微絶之斷,True,라,L2
당송팔대가문초소순1,160,1032,吾故曰 經以道法勝이라,292a5c400746b8cb,이라,라,微絶之斷,True,라,L2
서경집전(하),367,1464,予不惟若玆多誥라,826e17cfaa97749c,라,라,微絶之斷,True,라,L2
자치통감강목1,313,840,十九年이라,d0d2e74efef10fe2,이라,라,微絶之斷,False,라,L2
당송팔대가문초왕안석2,441,2385,嗚呼라,69c0d46eb718e43e,라,라,微絶之斷,True,라,L2
주역전의(하),1893,5507,釋解六三爻義라,9b18d8e9a8c72c5e,라,라,微絶之斷,True,라,L2
자치통감강목4,1310,2982,四年이라,6f76b157041a295b,이라,라,微絶之斷,True,라,L2
시경집전(상),2506,5817,興也라,132140857a360a8c,라,라,微絶之斷,False,라,L2
당송팔대가문초소순1,151,983,嗚呼라,69c0d46eb718e43e,라,라,微絶之斷,False,라,L2
맹자집주,1613,5332,曰仁也라,77d4fc6cccbb29b9,라,라,微絶之斷,False,라,L2
논어집주,1476,4778,日究乎汚下라,aa660615e162d91c,라,라,微絶之斷,True,라,L2
당송팔대가문초구양수2,555,2177,嗚呼라,69c0d46eb718e43e,라,라,微絶之斷,False,라,L2
자치통감강목3,1126,2589,九年이라,7268565d26782dfb,이라,라,微絶之斷,False,라,L2
시경집전(상),747,1733,賦也라,8ee2540f4365747d,라,라,微絶之斷,False,라,L2
당송팔대가문초한유2,230,1067,是故知鬼神之情狀이라,b296d08484799f85,이라,라,微絶之斷,True,라,L2
당송팔대가문초왕안석2,125,573,噫라,69c0d46eb718e43e,라,라,微絶之斷,False,라,L2
당송팔대가문초구양수1,133,887,歐公至言이라,870bc4be9b5f2a0c,이라,라,微絶之斷,True,라,L2
시경집전(상),1189,2773,賦也라,8ee2540f4365747d,라,라,微絶之斷,False,라,L2
당송팔대가문초구양수5,353,2372,故取捨異라,b7c97fc521f5138a,라,라,微絶之斷,True,라,L2
예기집설대전2,1057,1519,非也라,3d3f3da3f0be8ef4,라,라,微絶之斷,True,라,L2
서경집전(상),159,1110,帝深感上文弼直之語라,11be7559b53e8a5f,라,라,微絶之斷,False,라,L2
시경집전(하),2584,5738,言今作樂以祭而受福也라,6cd697b876b64986,라,라,微絶之斷,True,라,L2
당송팔대가문초소순1,86,540,唐荊川曰 一事反覆議論이라,16169de15de366be,이라,라,微絶之斷,False,라,L2
당송팔대가문초소식3,313,1224,時論之冠이라,88c0fbe2ab505fdd,이라,라,微絶之斷,True,라,L2
당송팔대가문초소순1,230,1456,曰未也라,38998043ac028579,라,라,微絶之斷,True,라,L2
시경집전(하),1318,2822,興也라,132140857a360a8c,라,라,微絶之斷,True,라,L2
당송팔대가문초유종원2,86,359,吾不得而知之也라,17e7244b304aab5f,라,라,微絶之斷,True,라,L2
당송팔대가문초구양수3,507,2239,名在夷狄이라,f09c61e2eed63c68,이라,라,微絶之斷,False,라,L2
당송팔대가문초유종원2,277,1653,猶以爲小라,6b2de35d5d5c6314,라,라,微絶之斷,True,라,L2
당송팔대가문초한유2,325,1581,儒譏墨以上同兼愛上賢明鬼라,b1c1ac73bf7878a5,라,라,微絶之斷,True,라,L2
당송팔대가문초구양수3,600,2770,初留碭山이라,bdf4bb8480a27c0c,이라,라,微絶之斷,False,라,L2
당송팔대가문초소식3,251,978,曰 未也라,9e97b12e266448d8,라,라,微絶之斷,True,라,L2
예기집설대전1,882,2736,羊肥則毛細而柔弱이라.,c58f5e6a3d43620c,이라,라,微絶之斷,False,라,L2
당송팔대가문초구양수2,43,150,寫情輸悃之言이라,05b8e8a5781ac773,이라,라,微絶之斷,True,라,L2
서경집전(하),98,383,敬奉天之定命이라,2ebb80ae1acdf5dd,이라,라,微絶之斷,False,라,L2
당송팔대가문초구양수3,431,1764,奄云其終이라,5fe86f12a57f5d27,이라,라,微絶之斷,False,라,L2
시경집전(하),397,866,興也라,132140857a360a8c,라,라,微絶之斷,True,라,L2
당송팔대가문초왕안석1,456,1999,嗚呼라,69c0d46eb718e43e,라,라,微絶之斷,False,라,L2
당송팔대가문초소식2,537,2288,非也라,3ce3787979c60573,라,라,微絶之斷,True,라,L2
주역전의(상),1001,3078,故宜晦處窮約也라,f638bd25baa7f8b9,라,라,微絶之斷,True,라,L2
당송팔대가문초구양수5,119,886,此爲世立言之說也라,306b71ce08bda496,라,라,微絶之斷,True,라,L2
당송팔대가문초구양수1,398,2049,見令京東計度物料次라,b892154d7d72672f,라,라,微絶之斷,False,라,L2
당송팔대가문초구양수1,440,2255,故臣以爲虛作行遣爾라,b05b9fccdb946c03,라,라,微絶之斷,True,라,L2
당송팔대가문초구양수1,175,1113,其失三也라,d49b0db26a91e531,라,라,微絶之斷,True,라,L2
당송팔대가문초구양수1,299,1683,雖悔無及이라,6ee6751f841f3931,이라,라,微絶之斷,True,라,L2
당송팔대가문초한유2,115,458,中州淸淑之氣於是焉窮이라,174b285d72659380,이라,라,微絶之斷,True,라,L2
시경집전(하),2808,6204,賦也라,8ee2540f4365747d,라,라,微絶之斷,True,라,L2
시경집전(하),2181,4850,賦也라,8ee2540f4365747d,라,라,微絶之斷,False,라,L2
당송팔대가문초구양수6,253,1781,道有子吉이라,a53d78f058c84d08,이라,라,微絶之斷,False,라,L2
맹자집주,856,3044,言必死亡이라,48f0c02c386c56e2,이라,라,微絶之斷,True,라,L2
당송팔대가문초구양수6,275,2035,故謂之通法이라,c760455dca29a34b,이라,라,微絶之斷,True,라,L2
서경집전(상),155,1086,米食曰粒이라,ca59f90c0c7e82a1,이라,라,微絶之斷,False,라,L2
춘추좌씨전6,41,133,天以七紀라,ad212f68391d49c8,라,라,微絶之斷,False,라,L2
당송팔대가문초구양수3,490,2120,以就予治라,925c2ddb790cae83,라,라,微絶之斷,False,라,L2
시경집전(하),1444,3150,賦也라,8ee2540f4365747d,라,라,微絶之斷,False,라,L2
논어집주,1200,3965,善哉라,6156348ade746190,라,라,微絶之斷,False,라,L2
당송팔대가문초왕안석2,71,304,所以明禮樂之本也라,bcf77f3033027c0f,라,라,微絶之斷,True,라,L2
당송팔대가문초구양수1,247,1418,臣竊 聞議者 多以抑配人戶爲患이라,af9abaa42a75609b,이라,라,微絶之斷,False,라,L2
논어집주,1728,5455,言不得專政이라,d94e1986f6331ef1,이라,라,微絶之斷,True,라,L2
주역전의(하),72,234,極言恒久之道라,7250775ead15ea88,라,라,微絶之斷,True,라,L2
당송팔대가문초유종원1,30,201,玆咈吾事 三間也라,80f11fbc71432510,라,라,微絶之斷,True,라,L2
시경집전(하),2793,6169,賦也라,8ee2540f4365747d,라,라,微絶之斷,True,라,L2
당송팔대가문초소식4,138,527,嗟夫라,24e5a6656c0e001e,라,라,微絶之斷,True,라,L2
당송팔대가문초소순1,156,1006,其難而然哉라,60265551917028a6,라,라,微絶之斷,True,라,L2
자치통감강목1,283,786,八年이라,68585d9af4748367,이라,라,微絶之斷,True,라,L2
당송팔대가문초구양수3,85,297,亦自中法度라,b39a96d88a52741c,라,라,微絶之斷,True,라,L2
시경집전(상),282,690,猶亦同也라,1051ad0619e9e1ee,라,라,微絶之斷,True,라,L2
당송팔대가문초구양수2,409,1623,此可知其繆傳也라,085a23a12288a169,라,라,微絶之斷,True,라,L2
맹자집주,13,55,凡七章이라,c02e9135c45732f1,이라,라,微絶之斷,True,라,L2
자치통감강목1,406,1030,十八年이라,6af77379f39a1550,이라,라,微絶之斷,True,라,L2
논어집주,1158,3850,蓋聞之夫子라,67edc32b92fef9b3,라,라,微絶之斷,True,라,L2
당송팔대가문초증공1,489,2727,其中亦有智然也라,9b10f10541625cd8,라,라,微絶之斷,True,라,L2
논어집주,1204,3976,子路忠信明決이라,9bd3f16d7f82e309,이라,라,微絶之斷,True,라,L2
시경집전(하),3,3,賦也라,8ee2540f4365747d,라,라,微絶之斷,True,라,L2
시경집전(상),2006,4559,賦也라,8ee2540f4365747d,라,라,微絶之斷,True,라,L2
당송팔대가문초왕안석2,383,2045,雋이라,69e4e852b7f2eeb3,이라,라,微絶之斷,True,라,L2
당송팔대가문초소순1,95,589,彼不知貧賤富貴之正味也라,390e758a248cc21d,라,라,微絶之斷,False,라,L2
서경집전(하),947,3550,嗚呼라,4f67f843f796c704,라,라,微絶之斷,False,라,L2
자치통감강목3,1676,3742,二年이라,16c9e2b7783e972e,이라,라,微絶之斷,False,라,L2
춘추좌씨전1,824,3020,君子以二公子之立黔牟爲不度矣라,5e33e000d92b4222,라,라,微絶之斷,True,라,L2
논어집주,996,3334,見爾雅라,5e1cf088f715d28a,라,라,微絶之斷,False,라,L2
당송팔대가문초구양수2,313,1157,曰 是不然也라,1b76269154234563,라,라,微絶之斷,True,라,L2
시경집전(하),1203,2609,賦也라,8ee2540f4365747d,라,라,微絶之斷,False,라,L2
주역전의(상),1486,4440,故云不行也라,2882ec1f137af14b,라,라,微絶之斷,False,라,L2
예기집설대전2,215,306,故曰 士之有誄自此始也라,6d92dcc9a78f2c79,라,라,微絶之斷,True,라,L2
주역전의(상),1844,5480,是以无咎라,18b994685079097b,라,라,微絶之斷,True,라,L2
당송팔대가문초유종원1,338,2026,子厚本色이라,b90fbb9f6d26474f,이라,라,微絶之斷,False,라,L2
당송팔대가문초증공1,207,1226,向之所述勸戒之意 可謂篤矣라,348c2d99ae2088f5,라,라,微絶之斷,True,라,L2
당송팔대가문초유종원2,318,2033,俄仆於京이라,d60c08da599f8f9c,이라,라,微絶之斷,False,라,L2
당송팔대가문초왕안석2,93,450,善復常也라,a7cfedaef6946c2e,라,라,微絶之斷,False,라,L2
당송팔대가문초소식5,55,166,恐其不幸而類吾少時之所好라,548610da825c8e2a,라,라,微絶之斷,False,라,L2
당송팔대가문초소순1,234,1557,此晁錯所以爲愚也라,30bdb34c7cbca449,라,라,微絶之斷,True,라,L2
