seed,book_name,paragraph_id,category,pred_count,gold_count,pred_join,gold_join
2,당송팔대가문초증공1,113,normalization_only,7,7,"설사 공종단(孔宗旦)이 애당초 한마디도 한 말이 없었다 하더라도, 다만 적이 쳐들어왔을 때 죽기를 각오하고 떠나지 않은 그것만으로도 진실로 상이 없어서는 안 됩니다.
사건이 일어나기 전에 미리 방비하고 성을 온전히 지켜 백성을 보존하는 일은 마땅히 진공(陳拱)에게 책임 지울 일이지 공종단(孔宗旦)의 일은 아닙니다.
그런데 지금 그릇되게 그를 진공(陳拱)과 함께 시신을 도륙하게 하였으니, 이는 이미 그 말을 저버리고 또 그 절개를 저버린 것입니다.
천하를 다스리는 사람은 선한 자에게 상주고 악한 자에게 벌주며, 군자가 된 이는 남의 선행을 칭찬하길 좋아하고 남의 미덕을 이루어주길 좋아하거늘, 어찌 이와 같을 수 있습니까.
남쪽의 전쟁이, 마침내 10여 고을이 파괴되어 군대가 전복되고 장수들이 죽임을 당했으며 백성들이 목숨을 잃고 산해(山海)의 재물이 소진되는 지경에까지 이르렀으니, 이것은 그 변란이 남이 모르는 가운데 터져나왔거나 창졸간에 일어난 것이 아닙니다.
내외의 상하 관리들이 애당초 모르지 않는 이가 없었는데도 불구하고 숨기고 말을 하지 않거나, 혹은 소홀히 하여 방비하지 않으면서 그럭저럭 안일하게 지내다가 막을 수 없는 지경에 이르게 된 것일 뿐입니다.
이런 가운데 사전에 과감히 말을 꺼낸 한 사람이 있었는데, 이것 또한 세상 사람들에 의해 침해당하고 엄폐되어 죄인과 같은 벌을 받게 하였으니, 천하의 일을 누가 다시 말할 수 있겠습니까.","설사 공종단(孔宗旦)이 애당초 한마디도 한 말이 없었다 하더라도, 다만 적이 쳐들어왔을 때 죽기를 각오하고 떠나지 않은 그것만으로도 진실로 상이 없어서는 안 됩니다.
사건이 일어나기 전에 미리 방비하고 성을 온전히 지켜 백성을 보존하는 일은 마땅히 진공(陳拱)에게 책임 지울 일이지 공종단(孔宗旦)의 일은 아닙니다.
그런데 지금 그릇되게 그를 진공(陳拱)과 함께 시신을 도륙하게 하였으니, 이는 이미 그 말을 저버리고 또 그 절개를 저버린 것입니다.
천하를 다스리는 사람은 선한 자에게 상주고 악한 자에게 벌주며, 군자가 된 이는 남의 선행을 칭찬하길 좋아하고 남의 미덕을 이루어주길 좋아하거늘, 어찌 이와 같을 수 있습니까.
남쪽의 전쟁이,  마침내 10여 고을이 파괴되어 군대가 전복되고 장수들이 죽임을 당했으며 백성들이 목숨을 잃고 산해(山海)의 재물이 소진되는 지경에까지 이르렀으니,  이것은 그 변란이 남이 모르는 가운데 터져나왔거나 창졸간에 일어난 것이 아닙니다. 
내외의 상하 관리들이 애당초 모르지 않는 이가 없었는데도 불구하고 숨기고 말을 하지 않거나, 혹은 소홀히 하여 방비하지 않으면서 그럭저럭 안일하게 지내다가 막을 수 없는 지경에 이르게 된 것일 뿐입니다.
이런 가운데 사전에 과감히 말을 꺼낸 한 사람이 있었는데, 이것 또한 세상 사람들에 의해 침해당하고 엄폐되어 죄인과 같은 벌을 받게 하였으니, 천하의 일을 누가 다시 말할 수 있겠습니까."
2,당송팔대가문초증공1,308,normalization_only,11,11,"나는 담주(潭州) 백성들이 거듭 곤경에 빠지고 반란군의 세력이 더욱 확장될까 두렵다.
이전에는 담주(潭州)의 관리와 인근 군(郡)이 협력하여 반란군을 이긴 자도 있었고, 죽은 적의 시체를 전야에 버리거나 항복한 자를 죽인 자도 있었다.
지금 그곳으로 가는 사람은 앞으로 이러한 행위를 하지 않을지, 아니면 또 이러한 행위를 자행할지는 알 수 없다.
천자와 재상이 그를 임용한 뜻이 과연 그렇게 하라는 것이었던가.
담주(潭州)태수는 황제를 가까이 모시는 신하이고, 담주(潭州)를 위무하고 동태를 살펴보는 임무를 맡는 자는 낭리(郞吏), 어사(御史), 박사(博士)들이 계속 뒤를 잇고 있다.
그대는 나를 대신하여 그들 가운데 현능한 자에게 당부하기를 “지금 옛 역사서의 내용을 언급하면 일반적으로 오활하다고 말하지만 역사서에 기재된 일들은 이미 시험을 해본 것들이다.
일을 이미 시험하여 정치에 적용해본 경우와 지금 사람들이 제멋대로 시행하는 것 가운데 어느 쪽이 더 낫겠는가. ”라고 하라.
내가 하는 말이 혹시 타당하지 않겠는가.
담주(潭州)의 우환이 지금은 비록 작다고 하나, 대중(大中), 함통(咸通) 연간에 남방(南方)의 우환이 극심했던 적이 있었는데, 그 우환이 어찌 처음에 작았던 것이 그처럼 커진 것이 아니었던가.
근신(近臣), 낭리(郞吏), 어사(御史), 박사(博士)가 된 자들은 이 점을 어찌 깊이 생각하지 않을 수 있겠는가.
희도(希道)는 본디 일을 하는 것을 즐기는 사람이므로, 그가 떠나는 것을 계기로 삼아 마침내 그에 관한 말을 차례대로 정리하여 그를 전송한다.","나는 담주(潭州) 백성들이 거듭 곤경에 빠지고 반란군의 세력이 더욱 확장될까 두렵다. 
이전에는 담주(潭州)의 관리와 인근 군(郡)이 협력하여 반란군을 이긴 자도 있었고,  죽은 적의 시체를 전야에 버리거나 항복한 자를 죽인 자도 있었다.
지금 그곳으로 가는 사람은 앞으로 이러한 행위를 하지 않을지, 아니면 또 이러한 행위를 자행할지는 알 수 없다. 
천자와 재상이 그를 임용한 뜻이 과연 그렇게 하라는 것이었던가.
담주(潭州)태수는 황제를 가까이 모시는 신하이고, 담주(潭州)를 위무하고 동태를 살펴보는 임무를 맡는 자는 낭리(郞吏), 어사(御史), 박사(博士)들이 계속 뒤를 잇고 있다.
그대는 나를 대신하여 그들 가운데 현능한 자에게 당부하기를 “지금 옛 역사서의 내용을 언급하면 일반적으로 오활하다고 말하지만 역사서에 기재된 일들은 이미 시험을 해본 것들이다.
일을 이미 시험하여 정치에 적용해본 경우와 지금 사람들이 제멋대로 시행하는 것 가운데 어느 쪽이 더 낫겠는가. ”라고 하라. 
내가 하는 말이 혹시 타당하지 않겠는가.
담주(潭州)의 우환이 지금은 비록 작다고 하나, 대중(大中), 함통(咸通) 연간에 남방(南方)의 우환이 극심했던 적이 있었는데, 그 우환이 어찌 처음에 작았던 것이 그처럼 커진 것이 아니었던가.
근신(近臣), 낭리(郞吏), 어사(御史), 박사(博士)가 된 자들은 이 점을 어찌 깊이 생각하지 않을 수 있겠는가.
희도(希道)는 본디 일을 하는 것을 즐기는 사람이므로, 그가 떠나는 것을 계기로 삼아 마침내 그에 관한 말을 차례대로 정리하여 그를 전송한다."
2,당송팔대가문초증공1,495,normalization_only,13,13,"수(隋)나라를 대체한 것은 당(唐)나라이니 18명의 군주가 이어가서 3백 년 가까이 이어졌는데 그 치적이 태종(太宗)이 군주로 있을 때보다 성대한 적이 없었다.
그는 자기를 굽히고 간언(諫言)을 따르며 인자한 마음으로 사람들을 사랑하였으니, 천하를 잘 다스리려는 뜻을 지녔다고 할 만하다.
조용조(租庸調)로써 백성에게 세금을 거두고, 부병제(府兵制)로써 군대를 편제하였으며, 직무를 적절한 관리에게 맡기고 재능을 기준으로 관직을 맡겼으며, 도덕을 진작시키는 것으로써 세속을 다스렸으며, 농업을 중시하는 것으로써 백성을 다스렸다.
부역(賦役)은 일정한 제도가 있었고 군사와 농민은 일정한 생업이 있었으며, 관리는 부실하게 임용하는 일이 없고 직무는 유기되는 일이 없었다.
사람들이 선행에 익숙해지고 말업(末業)인 상공업을 멀리하니 윗자리를 맡은 사람은 그 직무가 간단하여 복잡하지 않도록 하고, 아래 백성으로부터 징수하는 것은 적어서 백성들이 바치기 용이하게 하였다.
백성들이 실제로는 농사에 치중하면서도 군사장비를 유지하였으며, 사병(士兵)이라는 이름을 지니고 있으면서도 농사에 치중한 것으로 인한 이익이 있었다.
각종 직무를 맡아 수행하는 사람이 있어 국록이 부실하게 지출되는 일이 없으며, 재능이 각기 다른 인재를 폐기하지 않아 선왕(先王)이 나라를 다스리는 체계가 유기적으로 서로 이어졌다.
예의염치가 날로 두터워지고 전야(田野)가 날로 개간되어 그 법이 행해지면 나라가 편안하고 다스려졌으며 폐해지면 위태롭고 혼란스러웠으니, 천하를 잘 다스릴 재능을 지녔다고 할 만하다.
그와 같은 법을 시행한 지 몇 년 만에 곡물이 지천으로 많아져서 한 말 값이 몇 돈까지 내려갔으니, 한곳에 머물러 사는 사람은 넉넉히 쌓아둔 곡물이 있고 여행하는 사람은 충분한 돈이 있어 사람들이 스스로 언행을 신중히 하여 거의 형벌을 쓸 일이 없게 되니, 천하를 잘 다스린 성과가 있었다고 할 만하다.
무릇 천하를 잘 다스리려는 뜻을 지니고 천하를 잘 다스릴 재능을 지녔으며 또 천하를 잘 다스린 성과가 있었다.
그런데도 선왕(先王)과 더불어 어깨를 나란히 하지 못한 것은 법도(法度)의 시행이 선왕(先王)에 비해 갖추어지지 못했으며 예악의 시행과 농토의 제도와 학교의 교육이 선왕(先王)에 비해 갖추어지지 못했기 때문이었다.
몸소 전쟁에 참여하여 싸우면 반드시 이기고 공격하면 반드시 무찔러 천하 사람들이 모두 용맹하다고 여겼으나 이는 선왕(先王)이 지향하던 바가 아니었고, 사방 만 리 밖의 오랑캐로서 옛날에는 다스림이 미치지 못했던 자들이 복종하지 않는 자가 없어서 천하 사람들이 모두 성대하다고 여겼으나 이는 선왕(先王)이 힘쓰던 바가 아니었다.
태종(太宗)이 천하를 다스린 것이 그 득실이 이와 같았다.","수(隋)나라를 대체한 것은 당(唐)나라이니 18명의 군주가 이어가서 3백 년 가까이 이어졌는데 그 치적이 태종(太宗)이 군주로 있을 때보다 성대한 적이 없었다.
그는 자기를 굽히고 간언(諫言)을 따르며 인자한 마음으로 사람들을 사랑하였으니, 천하를 잘 다스리려는 뜻을 지녔다고 할 만하다.
조용조(租庸調)로써 백성에게 세금을 거두고, 부병제(府兵制)로써 군대를 편제하였으며, 직무를 적절한 관리에게 맡기고 재능을 기준으로 관직을 맡겼으며, 도덕을 진작시키는 것으로써 세속을 다스렸으며, 농업을 중시하는 것으로써 백성을 다스렸다.
부역(賦役)은 일정한 제도가 있었고 군사와 농민은 일정한 생업이 있었으며, 관리는 부실하게 임용하는 일이 없고 직무는 유기되는 일이 없었다.
사람들이 선행에 익숙해지고 말업(末業)인 상공업을 멀리하니 윗자리를 맡은 사람은 그 직무가 간단하여 복잡하지 않도록 하고, 아래 백성으로부터 징수하는 것은 적어서 백성들이 바치기 용이하게 하였다.
백성들이 실제로는 농사에 치중하면서도 군사장비를 유지하였으며, 사병(士兵)이라는 이름을 지니고 있으면서도 농사에 치중한 것으로 인한 이익이 있었다.
각종 직무를 맡아 수행하는 사람이 있어 국록이 부실하게 지출되는 일이 없으며, 재능이 각기 다른 인재를 폐기하지 않아 선왕(先王)이 나라를 다스리는 체계가 유기적으로 서로 이어졌다.
예의염치가 날로 두터워지고 전야(田野)가 날로 개간되어 그 법이 행해지면 나라가 편안하고 다스려졌으며 폐해지면 위태롭고 혼란스러웠으니, 천하를 잘 다스릴 재능을 지녔다고 할 만하다.
그와 같은 법을 시행한 지 몇 년 만에 곡물이 지천으로 많아져서 한 말 값이 몇 돈까지 내려갔으니, 한곳에 머물러 사는 사람은 넉넉히 쌓아둔 곡물이 있고 여행하는 사람은 충분한 돈이 있어 사람들이 스스로 언행을 신중히 하여 거의 형벌을 쓸 일이 없게 되니, 천하를 잘 다스린 성과가 있었다고 할 만하다.
무릇 천하를 잘 다스리려는 뜻을 지니고 천하를 잘 다스릴 재능을 지녔으며 또 천하를 잘 다스린 성과가 있었다.
그런데도 선왕(先王)과 더불어 어깨를 나란히 하지 못한 것은 법도(法度)의 시행이 선왕(先王)에 비해 갖추어지지 못했으며 예악의 시행과 농토의 제도와 학교의 교육이 선왕(先王)에 비해 갖추어지지 못했기 때문이었다. 
몸소 전쟁에 참여하여 싸우면 반드시 이기고 공격하면 반드시 무찔러 천하 사람들이 모두 용맹하다고 여겼으나 이는 선왕(先王)이 지향하던 바가 아니었고, 사방 만 리 밖의 오랑캐로서 옛날에는 다스림이 미치지 못했던 자들이 복종하지 않는 자가 없어서 천하 사람들이 모두 성대하다고 여겼으나 이는 선왕(先王)이 힘쓰던 바가 아니었다.
태종(太宗)이 천하를 다스린 것이 그 득실이 이와 같았다."
2,당송팔대가문초한유3,142,normalization_only,1,1,"편중(篇中)에 다만 세계(世系) 및 제수된 관작(官爵), 졸(卒)한 연월일(年月日)과 장사 지낸 곳만을 서술하고, 편말(篇末)에 행사(行事)를 서술하였는데, 모두 허경(虛景)(상상 속의 경물(景物))이다.","편중(篇中)에 다만 세계(世系) 및 제수된 관작(官爵), 졸(卒)한 연월일(年月日)과 장사 지낸 곳만을 서술하고,  편말(篇末)에 행사(行事)를 서술하였는데, 모두 허경(虛景)(상상 속의 경물(景物))이다."
2,당시삼백수1,149,whitespace_only,1,10,〈술 권하네〉 이백 그대 보지 못하였는가 황하의 물이 하늘로부터 내려와 바다로 흘러가 다시 돌아오지 못하는 것을 그대는 보지 못하였는가 고당(高堂)에서 밝은 거울 속 백발을 슬퍼하니 아침에 검던 머리 저녁엔 눈처럼 희어지는 것을 인생에서 뜻을 얻으면 모름지기 맘껏 즐겨야하나니 금 술동이 달 앞에서 헛되게 하지 말라 하늘이 나를 낳을 때 반드시 쓸 데가 있을지니 천금이 모두 흩어지면 다시 돌아오리라 양 삶고 소 잡아 즐길 일이니 한 번에 모름지기 삼백 잔을 마셔야지 잠부자(岑夫子)여 단구생(丹丘生)이여 술을 권하노니 그대는 멈추지를 마시게나 그대 위해 노래 한 곡을 부르리니 그대는 나를 위해 귀 기울여 들어 주게 종과 북의 음악 옥같은 음식은 귀할 것 없으니 다만 영원히 취하여 깨어나지 않길 바랄뿐 옛날부터 성현들은 모두 적막하건만 오직 술 잘 마시던 사람만이 그 이름을 남겼다네 진왕(陳王)은 옛날 평락관(平樂觀)에서 잔치 벌일 때 한 말에 만 냥 하는 술을 맘껏 즐기며 놀았다하네 주인이 어찌 돈이 적다 말하겠는가 바로 지금 술을 사오게 하여 그대와 대작하리니 오화마 천금의 갖옷 아이 불러 가지고 가 좋은 술과 바꿔 오게 하여 그대와 함께 만고의 시름을 씻어 내리라,"〈술 권하네〉
이백
그대 보지 못하였는가 황하의 물이 하늘로부터 내려와 바다로 흘러가 다시 돌아오지 못하는 것을
그대는 보지 못하였는가 고당(高堂)에서 밝은 거울 속 백발을 슬퍼하니 아침에 검던 머리 저녁엔 눈처럼 희어지는 것을
인생에서 뜻을 얻으면 모름지기 맘껏 즐겨야하나니 금 술동이 달 앞에서 헛되게 하지 말라 하늘이 나를 낳을 때 반드시 쓸 데가 있을지니
천금이 모두 흩어지면 다시 돌아오리라 양 삶고 소 잡아 즐길 일이니 한 번에 모름지기 삼백 잔을 마셔야지
잠부자(岑夫子)여 단구생(丹丘生)이여 술을 권하노니 그대는 멈추지를 마시게나 그대 위해 노래 한 곡을 부르리니
그대는 나를 위해 귀 기울여 들어 주게 종과 북의 음악 옥같은 음식은 귀할 것 없으니 다만 영원히 취하여 깨어나지 않길 바랄뿐
옛날부터 성현들은 모두 적막하건만 오직 술 잘 마시던 사람만이 그 이름을 남겼다네 진왕(陳王)은 옛날 평락관(平樂觀)에서 잔치 벌일 때 한 말에 만 냥 하는 술을 맘껏 즐기며 놀았다하네
주인이 어찌 돈이 적다 말하겠는가 바로 지금 술을 사오게 하여 그대와 대작하리니 오화마 천금의 갖옷 아이 불러 가지고 가 좋은 술과 바꿔 오게 하여 그대와 함께 만고의 시름을 씻어 내리라"
2,당시삼백수2,99,whitespace_only,1,9,〈객사(客舍)에서 친구와 우연히 만나다〉 대숙륜 가을 하늘 달은 또 둥글었는데 도성에는 밤이 천 겹이로구나 강남에서처럼 여기서 다시 만나니 도리어 꿈속에서 만나는 듯 가지에 바람 불어 밤 까치를 놀래키고 이슬 맺힌 풀잎에서 가을 벌레가 흐느낀다 나그네 된 우리 오래도록 취해야 하리 서로 머물고 싶은데 새벽 종소리가 두렵구나 〈이단공(李端公)에게〉 노륜 옛 관문에 시든 풀 널리 널려 있고 이별을 하자니 너무 슬프구나 길은 찬 구름 밖으로 나 있는데 나는 눈 내리는 저녁에야 돌아온다 어려서 아버지 잃고 일찍 떠돌아 어려운 일 많았는데 그대를 늦게 알게 되었지 얼굴 감싸 울며 그저 그대 떠난 곳 바라볼 뿐 풍진 세상 어느 곳에서 또 만나리 〈외사촌 동생을 반갑게 보고 다시 이별을 고하다〉 이익 십 년간 전란으로 떠돈 뒤 장성하여 한 번 만나보니 처음 볼 때 성을 묻고 놀랐는데 이름을 말하니 옛 얼굴이 떠오른다 이별 이후 상전벽해와 같은 지난 일 이야기가 끝날 즈음 저녁 종이 울린다 내일이면 파릉(巴陵)으로 길을 떠난다 하니 가을 산은 또 몇 겹이나 막혀 있을까,"〈객사(客舍)에서 친구와 우연히 만나다〉
대숙륜
가을 하늘 달은 또 둥글었는데 도성에는 밤이 천 겹이로구나 강남에서처럼 여기서 다시 만나니 도리어 꿈속에서 만나는 듯 가지에 바람 불어 밤 까치를 놀래키고 이슬 맺힌 풀잎에서 가을 벌레가 흐느낀다 나그네 된 우리 오래도록 취해야 하리 서로 머물고 싶은데 새벽 종소리가 두렵구나
〈이단공(李端公)에게〉
노륜
옛 관문에 시든 풀 널리 널려 있고 이별을 하자니 너무 슬프구나 길은 찬 구름 밖으로 나 있는데 나는 눈 내리는 저녁에야 돌아온다 어려서 아버지 잃고 일찍 떠돌아 어려운 일 많았는데 그대를 늦게 알게 되었지 얼굴 감싸 울며 그저 그대 떠난 곳 바라볼 뿐 풍진 세상 어느 곳에서 또 만나리
〈외사촌 동생을 반갑게 보고 다시 이별을 고하다〉
이익
십 년간 전란으로 떠돈 뒤 장성하여 한 번 만나보니 처음 볼 때 성을 묻고 놀랐는데 이름을 말하니 옛 얼굴이 떠오른다 이별 이후 상전벽해와 같은 지난 일 이야기가 끝날 즈음 저녁 종이 울린다 내일이면 파릉(巴陵)으로 길을 떠난다 하니 가을 산은 또 몇 겹이나 막혀 있을까"
2,예기집설대전1,728,split_merge_boundary,2,1,"사(士)의 아들의 〈나이를〉 물으면 장성했으면 “전알(典謁)의 일을 할 만하다. ”고 하고, 어리면 “아직 전알의 일을 맡아볼 수 없다. ”
고 대답한다.","사(士)의 아들의 〈나이를〉 물으면 장성했으면 “전알(典謁)의 일을 할 만하다. ”고 하고, 어리면 “아직 전알의 일을 맡아볼 수 없다. ”고 대답한다."
2,예기집설대전2,120,whitespace_only,5,6,"천자(天子)는 사해(四海)로써 집을 삼으니, 순(舜)임금이 남쪽으로 순행하다가 붕어(崩御)하였기 때문에 마침내 창오(蒼梧)의 들판에 장사(葬事)를 지낸 것이다.
소(疏)에 이르기를 “순임금의 큰 왕비는 아황(娥皇)이니 아들이 없었고, 둘째 왕비는 여영(女英)이니 상균(商均)을 낳았고, 셋째 왕비는 계비(癸比)이니 두 딸을 낳았는데 소명(宵明)과 촉광(燭光)이다.
세 왕비는 뒤에 모두 순임금의 장지(葬地)에 부장(祔葬)되지 않았으니 이는 기록한 사람이 합장(合葬)하는 일이 옛사람에게는 없었음을 말하고, 이어서 계무자(季武子)의 말을 인용하여 주공(周公) 이후에 처음으로 부장을 했다고 말한 것이다. ”라고 하였다.
≪서경(書經)≫에 “승하하여 이에 돌아가셨다. ”라고 했는데, 채씨(蔡氏)가 말하기를 “≪사기(史記)≫ 〈오제본기(五帝本紀)〉에 ‘순임금께서 창오(蒼梧)의 들판에서 붕어하셨다. ’라고 하였고, ≪맹자(孟子)≫ 〈이루(離婁) 하(下)〉에 ‘명조(鳴條) 땅에서 승하하셨다. ’라고 하였으니, 누가 옳은지 알 수 없다.
지금 영릉(零陵) 구의(九嶷)에 순임금의 무덤이 있다. ”라고 하였다.","천자(天子)는 사해(四海)로써 집을 삼으니, 순(舜)임금이 남쪽으로 순행하다가 붕어(崩御)하였기 때문에 마침내 창오(蒼梧)의 들판에 장사(葬事)를 지낸 것이다.
소(疏)에 이르기를 “순임금의 큰 왕비는 아황(娥皇)이니 아들이 없었고, 둘째 왕비는 여영(女英)이니 상균(商均)을 낳았고, 셋째 왕비는 계비(癸比)이니 두 딸을 낳았는데 소명(宵明)과 촉광(燭光)이다.
세 왕비는 뒤에 모두 순임금의 장지(葬地)에 부장(祔葬)되지 않았으니 이는 기록한 사람이 합장(合葬)하는 일이 옛사람에게는 없었음을 말하고, 이어서 계무자(季武子)의 말을 인용하여 주공(周公) 이후에 처음으로 부장을 했다고 말한 것이다. ”라고 하였다.
≪서경(書經)≫에 “승하하여 이에 돌아가셨다. ”라고 했는데,  채씨(蔡氏)가 말하기를 “≪사기(史記)≫ 〈오제본기(五帝本紀)〉에 ‘순임금께서 창오(蒼梧)의 들판에서 붕어하셨다. ’라고 하였고, 
≪맹자(孟子)≫ 〈이루(離婁) 하(下)〉에 ‘명조(鳴條) 땅에서 승하하셨다. ’라고 하였으니, 누가 옳은지 알 수 없다.
지금 영릉(零陵) 구의(九嶷)에 순임금의 무덤이 있다. ”라고 하였다."
2,예기집설대전2,573,normalization_only,1,1,장사(葬事)지낸 날에 우제(虞祭)를 지내는 것은 차마 단 하루라도 혼령이 의지할 곳이 없게 할 수 없기 때문이다.,장사(葬事)지낸 날에 우제(虞祭)를 지내는 것은 차마 단 하루라도 혼령이 의지할 곳이 없게 할 수 없기 때문이다. 
2,자치통감강목5,606,whitespace_only,10,9,"이때 대장군(大將軍) 왕봉(王鳳)이 권력을 행사하니, 상(上)이 겸양하여 자기 마음대로 처리하는 일이 없었다.
좌우(左右)에서 일찍이 유향(劉向)의 작은아들 유흠(劉歆)을 천거하자, 황제는 그를 불러보고 기뻐하여 중상시(中常侍)를 삼고자 하였다.
그리하여 불러 관복을 가져다가 입히고 벼슬을 제수하려 하는데, 좌우의 신하들이 모두 “대장군(大將軍)에게 말씀하지 않았습니다. ” 하였다.
상(上)은 “이것은 작은 일이다.
어찌 굳이 대장군(大將軍)에게 말할 것이 있겠는가? ”
하였으나, 좌우(左右)에서는 머리를 조아리며 간쟁하였다.
상(上)은 이에 왕봉에게 말하니, 왕봉이 불가하다 하여 마침내 중지하였다.
중상시(中常侍)는 가관(加官)(겸직(兼職))이니, 중상시(中常侍)는 금중(禁中)에 자유롭게 출입할 수 있었다.
이때에는 선비가 중상시를 하였는데, 동도(東都)(동한(東漢))시대에 처음으로 순전히 환관을 등용하였다.
효(曉)는 깨우쳐 알아듣도록 타이른다는 뜻이니, 〈“미효대장군(未曉大將軍)”은〉 일찍이 왕봉(王鳳)에게 깨우쳐 말해서 알게 하지 않았음을 말한 것이다.","이때 대장군(大將軍) 왕봉(王鳳)이 권력을 행사하니, 상(上)이 겸양하여 자기 마음대로 처리하는 일이 없었다.
좌우(左右)에서 일찍이 유향(劉向)의 작은아들 유흠(劉歆)을 천거하자, 황제는 그를 불러보고 기뻐하여 중상시(中常侍)를 삼고자 하였다.
그리하여 불러 관복을 가져다가 입히고 벼슬을 제수하려 하는데, 좌우의 신하들이 모두 “대장군(大將軍)에게 말씀하지 않았습니다. ” 하였다.
상(上)은 “이것은 작은 일이다.
어찌 굳이 대장군(大將軍)에게 말할 것이 있겠는가? ” 하였으나, 좌우(左右)에서는 머리를 조아리며 간쟁하였다.
상(上)은 이에 왕봉에게 말하니, 왕봉이 불가하다 하여 마침내 중지하였다.
중상시(中常侍)는 가관(加官)(겸직(兼職))이니, 중상시(中常侍)는 금중(禁中)에 자유롭게 출입할 수 있었다.
이때에는 선비가 중상시를 하였는데, 동도(東都)(동한(東漢))시대에 처음으로 순전히 환관을 등용하였다.
효(曉)는 깨우쳐 알아듣도록 타이른다는 뜻이니, 〈“미효대장군(未曉大將軍)”은〉 일찍이 왕봉(王鳳)에게 깨우쳐 말해서 알게 하지 않았음을 말한 것이다."
2,자치통감강목7,110,whitespace_only,3,2,"신사년(辛巳年)(A.
D.
21) 신(新)나라 왕망(王莽) 지황(地皇) 2년이다.","신사년(辛巳年)(A. D. 21)
신(新)나라 왕망(王莽) 지황(地皇) 2년이다."
2,자치통감강목7,523,whitespace_only,7,6,"공손술(公孫述)은 형감(荊邯)의 말을 옳게 여기고 군대를 총동원하여 연잠(延岑)과 전융(田戎)으로 하여금 두 길로 나누어 출동해서 한중(漢中)의 장수들과 병력을 연합하고 세력을 규합하고자 하였는데,
촉(蜀)의 사람과 그의 아우 공손광(公孫光)이 나라를 비우고 천 리 밖으로 나가 한 번에 성패를 결정해서는 안 된다고 굳게 간쟁하니, 공손술이 마침내 중지하였다.
연잠과 전융 또한 여러 번 군대를 출동하여 공을 세울 것을 청하였으나, 공손술은 끝내 의심하여 신하들의 말을 듣지 않고 오직 공손씨(公孫氏)에게 일을 맡겼다.
또 공손술이 행하는 정사는 마치 청수령(淸水令)으로 있을 때와 같이 까다롭고 꼼꼼하여 작은 일만 살필 뿐이었다.
공손술은 자기의 두 아들을 세워 건위(犍爲)와 광한(廣漢)에서 각각 몇 현(縣)을 식읍으로 삼게 하니,
혹자가 간하기를 “아직 성패를 알 수 없고 병사들이 풍찬노숙(風餐露宿)을 하고 있는데, 먼저 사랑하는 아들을 왕으로 삼는 것은 큰 뜻이 없는 것을 보이는 것입니다. ”
하였으나, 공손술이 따르지 않으니, 이로 말미암아 대신(大臣)들이 모두 원망하였다.","공손술(公孫述)은 형감(荊邯)의 말을 옳게 여기고 군대를 총동원하여 연잠(延岑)과 전융(田戎)으로 하여금 두 길로 나누어 출동해서 한중(漢中)의 장수들과 병력을 연합하고 세력을 규합하고자 하였는데, 
촉(蜀)의 사람과 그의 아우 공손광(公孫光)이 나라를 비우고 천 리 밖으로 나가 한 번에 성패를 결정해서는 안 된다고 굳게 간쟁하니, 공손술이 마침내 중지하였다.
연잠과 전융 또한 여러 번 군대를 출동하여 공을 세울 것을 청하였으나, 공손술은 끝내 의심하여 신하들의 말을 듣지 않고 오직 공손씨(公孫氏)에게 일을 맡겼다.
또 공손술이 행하는 정사는 마치 청수령(淸水令)으로 있을 때와 같이 까다롭고 꼼꼼하여 작은 일만 살필 뿐이었다. 
공손술은 자기의 두 아들을 세워 건위(犍爲)와 광한(廣漢)에서 각각 몇 현(縣)을 식읍으로 삼게 하니, 혹자가 간하기를 “아직 성패를 알 수 없고 병사들이 풍찬노숙(風餐露宿)을 하고 있는데, 먼저 사랑하는 아들을 왕으로 삼는 것은 큰 뜻이 없는 것을 보이는 것입니다. ” 하였으나, 
공손술이 따르지 않으니, 이로 말미암아 대신(大臣)들이 모두 원망하였다."
2,춘추좌씨전1,11,whitespace_only,6,4,"10년 무진(B.
C.
713) 노은공(魯隱公)이 제후(齊侯)‧정백(鄭伯)과 중구(中丘)에서 회견하고서 송(宋)을 쳐 고읍(郜邑)과 방읍(防邑)을 취(取)하다.
송(宋) 위(衛)가 침입하다.
정(鄭)이 대(戴)를 치다.
제(齊)‧정(鄭)이 성국(郕國)으로 쳐들어가다.","10년 무진(B. C. 713) 노은공(魯隱公)이 제후(齊侯)‧정백(鄭伯)과 중구(中丘)에서 회견하고서 송(宋)을 쳐 고읍(郜邑)과 방읍(防邑)을 취(取)하다.
송(宋) 위(衛)가 침입하다.
정(鄭)이 대(戴)를 치다.
제(齊)‧정(鄭)이 성국(郕國)으로 쳐들어가다."
