book,문단식별자,문장식별자,원문,번역문,marker_raw,marker_normalized,dansa_category,llm_judgment,marker_type,analysis_level
시경집전(상),89,284,興詭라,132140857a360a8c,라,라,微絶之斷,True,라,L2
시경집전(하),530,1164,賦也라,8ee2540f4365747d,라,라,微絶之斷,True,라,L2
서경집전(하),901,3346,"此는 養國老,饗群臣之坐也라",5be235097a6a1bd9,라,라,微絶之斷,True,라,L2
중용장구,96,285,素는 猶見在也라,bf9994224d71311e,라,라,微絶之斷,True,라,L2
주역전의(상),804,2502,比之自內는 不自失也라,ae1e5424a0745c04,라,라,微絶之斷,True,라,L2
당송팔대가문초구양수6,284,2096,其於天地鬼神에 以不可知爲言하니 其可知者는 人而已라,9e14b284183582ca,라,라,微絶之斷,True,라,L2
자치통감강목5,858,1974,古者에 人君節儉하여 什一而稅하고 亡它賦役이라,f0e307eb99009d6b,이라,라,微絶之斷,False,라,L2
당송팔대가문초구양수5,145,1034,太祖聞晉有喪하고 德威去에 亦歸洛陽하니 而諸將亦少弛라,1bf171affe274490,라,라,微絶之斷,False,라,L2
당송팔대가문초구양수6,252,1753,然當世之士는 無賢愚히 皆仰道爲元老하야 而喜爲之稱譽라,f4dc41fe8d36bc87,라,라,微絶之斷,False,라,L2
당송팔대가문초구양수2,567,2227,故其大者亡國하고 其次亡身이라 而使姦豪得借以爲資而起하야 至抉其種類하야 盡殺以快天下之心而後已라,079e7b40051eea87,라,라,微絶之斷,True,라,L2
주역전의(하),1122,3418,君子所貴乎時하니 仲尼行止久速이 是也라,cccbce56911b4c29,라,라,微絶之斷,True,라,L2
당송팔대가문초구양수6,83,633,周顯德中에 猶爲少府監云이라,8f4987c138199f26,이라,라,微絶之斷,False,라,L2
춘추좌씨전7,499,1629,晉與齊楚輔之면 是四讐也라,01f7d859511db46d,라,라,微絶之斷,True,라,L2
시경집전(상),1158,2679,叔은 亦段也라,1b99f847cb73832c,라,라,微絶之斷,True,라,L2
서경집전(하),1080,4116,不逮는 若今之乏軍興이라,495d5bb74f293757,이라,라,微絶之斷,True,라,L2
주역전의(하),20,71,志雖動而感未深하니 如拇之動하여 未足以進也라,deca9db704069297,라,라,微絶之斷,True,라,L2
춘추좌씨전6,75,263,國不恤喪은 不忌君也오 君無慼容은 不顧親也라,d1fe349d3d4953fe,라,라,微絶之斷,True,라,L2
맹자집주,1163,3893,章首에 當有孟子曰字하니 闕文也라,ad6030da38e81757,라,라,微絶之斷,True,라,L2
주역전의(상),363,1279,蓋由四者하여 以成大人之德이라,c1447664c96ba110,이라,라,微絶之斷,True,라,L2
시경집전(하),1639,3647,績은 功也라,f5e6449bf24f30e3,라,라,微絶之斷,True,라,L2
당송팔대가문초구양수5,354,2374,自董璋爲梁將으로 洪嘗事璋이라가 後事唐爲指揮使라,014bf65f32cf6c77,라,라,微絶之斷,False,라,L2
주역전의(상),750,2348,四以柔居陰하여 非能進而克捷者也니 知不能進而退라,808d64a1840d4670,라,라,微絶之斷,True,라,L2
논어집주,260,965,木鐸은 金口木舌이니 施政敎時에 所振以警衆者也라,ecdc1b466530879b,라,라,微絶之斷,True,라,L2
당송팔대가문초구양수6,261,1878,由是로 百官皆賜告身하니 自岳始也라,e3a6f817e090cff6,라,라,微絶之斷,True,라,L2
당송팔대가문초구양수1,85,603,然未有水入國門하야 大臣犇走하고 渰浸社稷하며 破壞都城者하니 此蓋天地之變也라,3cfa1186a375fa0a,라,라,微絶之斷,True,라,L2
당송팔대가문초구양수4,388,1725,三人者는 學問出處가 未嘗一日不同하고 其忠信篤於朋友하며 孝悌稱於宗族하며 禮義達于鄕閭라,f4db587718a3921f,라,라,微絶之斷,True,라,L2
당송팔대가문초구양수6,52,430,亂兵縱火焚門하고 緣城而入하니 莊宗擊殺數十百人이라,d6a2a7795f8223c0,이라,라,微絶之斷,False,라,L2
주역전의(상),1299,3929,是以로 下信而上不疑하여 位極而无逼上之嫌하고 勢重而无專强之過하니 非聖人大賢則不能也라,378a2501e04aa58d,라,라,微絶之斷,True,라,L2
주역전의(하),800,2383,小人은 居不擇安하여 常履非據하고 及其窮迫이면 則隕穫躁橈하여 甚至涕洟하니 爲可羞也라,bbc8c36e81fb4411,라,라,微絶之斷,True,라,L2
서경집전(하),47,188,厥明은 戊午之明日也라,ed31834bf7e15847,라,라,微絶之斷,False,라,L2
논어집주,143,516,攻은 專治也라,cd98afaf90353313,라,라,微絶之斷,True,라,L2
당송팔대가문초소식4,38,143,三月에 夫人孫于齊라하니 所以揭天子之正朔하야 而正諸侯之始也라,8053a5b24395d502,라,라,微絶之斷,True,라,L2
예기집설대전1,26,130,雖積財而能散施하고 雖安安而能徙義하야 可以爲法이니 與上下文禁戒之辭로 不同이라.,777b6e425968f443,이라,라,微絶之斷,True,라,L2
예기집설대전2,254,363,狐鮐之戰은 在魯襄公四年하니 蓋爲邾人所敗也라,5663c8b5c7c2e2a8,라,라,微絶之斷,True,라,L2
당송팔대가문초구양수6,8,76,爲人沈厚寡言而有勇이라,de3fa03c2f45a989,이라,라,微絶之斷,True,라,L2
시경집전(상),1225,2855,孟은 字요 姜은 姓이라,b6ebdf99b737f8fa,이라,라,微絶之斷,True,라,L2
주역전의(상),548,1811,匪我求童蒙童蒙求我志應也는 二以剛明之賢으로 處於下하고 五以童蒙居上하니 非是二求於五요 盖五之志應於二也라,e43c12277c3a31b2,라,라,微絶之斷,True,라,L2
서경집전(하),248,915,歷은 歷數也요 服은 五服也라,08430cc3cc0cddd6,라,라,微絶之斷,False,라,L2
당송팔대가문초구양수1,387,2022,朝廷以其如此라 故他人皆奪兩官하고 獨寶臣只奪一官하니 以此見其比衆人情理之輕이라,47dd5b2b9ba1d903,이라,라,微絶之斷,True,라,L2
예기집설대전1,453,1408,進兵者가 後其刃은 敬也라.,0fd4ff5bf80a1fec,라,라,微絶之斷,True,라,L2
예기집설대전2,1979,2814,絰은 葛絰也라,d2eb6f92ec673ae0,라,라,微絶之斷,False,라,L2
맹자집주,12,45,孟子一書는 只是要正人心이니 敎人存心養性하여 收其放心이라,7aa467c9cd2e4a41,이라,라,微絶之斷,True,라,L2
자치통감강목6,1314,2860,時에 以孺子未立이라하여 璽藏長樂宮이러니 莽이 請之한대 太后不肯授라,0976deecbc951fe8,라,라,微絶之斷,True,라,L2
당송팔대가문초구양수1,266,1505,以臣視之컨댄 乃是四海騷然하고 萬物失所하니 實未見太平之象이라,2ce767306ac3f89e,이라,라,微絶之斷,True,라,L2
당송팔대가문초구양수4,387,1723,乾德二年에 分穀城之陰城鎭하야 爲乾德縣하고 建光化軍하니 歐氏遂爲乾德人이라,cf41fc4fdf4fea20,이라,라,微絶之斷,False,라,L2
당송팔대가문초왕안석1,211,1101,典刑之言이라,ede318d1e86dc3a6,이라,라,微絶之斷,True,라,L2
자치통감강목1,424,1109,二十九年이라,a3e92b3fbc985041,이라,라,微絶之斷,False,라,L2
당송팔대가문초구양수3,52,184,蓋世所傳詩者는 多出於古窮人之辭也라,a26f4a53a4a3c606,라,라,微絶之斷,True,라,L2
당송팔대가문초증공1,238,1355,或矯拂情欲하고 或切劘計慮하며 或辨別忠佞하여 而處其進退라,51215e08227a34fd,라,라,微絶之斷,True,라,L2
주역전의(하),31,100,故諸爻之象辭 意有相續者라,e5015bee5eacc89a,라,라,微絶之斷,True,라,L2
당송팔대가문초소식1,125,602,雖得戶八十餘萬이나 皆州縣希旨하야 以主爲客하고 以少爲多라,d7cb9e234c7cbc6d,라,라,微絶之斷,False,라,L2
당송팔대가문초소순1,135,848,勞逸之說勝이니 則聖人之權去矣라,ccd87c7760c1ea57,라,라,微絶之斷,True,라,L2
시경집전(상),2671,6186,蔥은 蒼色如蔥者也라,e2204899912e35e8,라,라,微絶之斷,True,라,L2
시경집전(하),60,118,賦也라,8ee2540f4365747d,라,라,微絶之斷,True,라,L2
주역전의(상),637,2050,故有此象하니 占者如是而貞固면 則得吉也라,f597478fd334e9ca,라,라,微絶之斷,True,라,L2
당송팔대가문초구양수2,330,1249,始皇大喜하고 又以問老將王翦한대 翦曰 非六十萬이면 不可라하니 始皇不悅하야 曰 將軍老矣라,84cde4bb5413e818,라,라,微絶之斷,False,라,L2
서경집전(상),169,1191,朋淫者는 朋比小人而淫亂于家也라,ad120b4add94b946,라,라,微絶之斷,True,라,L2
춘추좌씨전5,304,1560,乃許楚使하고 使叔向對曰 寡君有社稷之事라 是以不獲春秋時見이라,aeea20f1f79390b7,이라,라,微絶之斷,False,라,L2
당송팔대가문초구양수5,154,1075,今倉儲已竭하고 飛輓不充이라,c305c605b948cf78,이라,라,微絶之斷,False,라,L2
맹자집주,201,798,孟子言 公劉之民이 富足如此하니 是는 公劉好貨而能推己之心하여 以及民也라,edbba0390a88e48f,라,라,微絶之斷,False,라,L2
중용장구,196,556,"此는 引孔子之言하여 以繼大舜文武周公之緖하여 明其所傳之一致하여 擧而措之면 亦猶是爾니 蓋包費隱, 兼小大하여 以終十二章之意라",74d75437fbbada06,라,라,微絶之斷,True,라,L2
당송팔대가문초증공1,182,1038,觀察等之爲此書하니 歷三世하고 傳父子하여 更數十歲而後乃成하니 蓋其難如此라,9e7e0d35c2f1564c,라,라,微絶之斷,True,라,L2
당송팔대가문초구양수1,140,937,欲望聖慈는 特賜召還介等하야 置之朝廷하야 以勸守節敢言之士하면 則天下幸甚이라,96b06c420acac42d,이라,라,微絶之斷,True,라,L2
당송팔대가문초구양수1,227,1341,右臣所陳은 只是選勇將訓衛兵之一法耳니 如捍邊破賊奇才異略之人은 不可謂無라,1245c8cde2ac55ce,라,라,微絶之斷,True,라,L2
당송팔대가문초유종원2,347,2268,昔公之來에 仁風扇揚하여 暴慠革面하고 柔輭有立이라,857dac0c19f55b06,이라,라,微絶之斷,False,라,L2
당송팔대가문초구양수4,271,1280,君은 諱休復이요 字隣幾니 其爲人이 外若簡曠이나 而內行修飭하야 不妄動於利欲이라,c0b510be25c29f18,이라,라,微絶之斷,True,라,L2
춘추좌씨전5,22,84,趙武不書는 尊公也오 向戌不書는 後也오 鄭先宋은 不失所也라,116ab7b7467f9401,라,라,微絶之斷,True,라,L2
춘추좌씨전7,45,193,乃擾畜龍하야 以服事帝舜하니 帝賜之姓曰董이라하고 氏曰豢龍이라하야 封諸鬷川하니 鬷夷氏其後也라,36a837a010bdf9ed,라,라,微絶之斷,True,라,L2
시경집전(상),888,2094,主言婦人無外事하여 唯以貞信爲節이니 一失其正이면 則餘無足觀爾요 不可便謂士之耽惑이 實無所妨也라,07c8a2e3722e1e5a,라,라,微絶之斷,True,라,L2
맹자집주,630,2186,夏曰校요 殷曰序요 周曰庠이요 學則三代共之하니 皆所以明人倫也라,78b49b4870efe84b,라,라,微絶之斷,True,라,L2
당송팔대가문초소식2,93,434,凡今所催欠負는 十有六七이 皆聖恩所貸矣로되 而官吏刻薄하야 與聖意異라,662cfb90a613e39d,라,라,微絶之斷,True,라,L2
시경집전(하),1060,2316,監史는 司正之屬이니 燕禮鄕射에 恐有解倦失禮者하여 立司正以監之하여 察儀法也라,aaced24ecafdb7c5,라,라,微絶之斷,True,라,L2
예기집설대전1,759,2383,冀其再生也라.,9e29b417e1ef45df,라,라,微絶之斷,True,라,L2
주역전의(하),52,173,故兌艮爲咸而震巽爲恒也라,f297918811003a77,라,라,微絶之斷,True,라,L2
당송팔대가문초소순1,294,1886,子孫視之不甚惜하고 擧以與人을 如棄草芥하니 今日割五城이요 明日割十城然後에 得一夕安寢이라,f9238d2515164569,이라,라,微絶之斷,True,라,L2
당송팔대가문초구양수2,340,1282,三王善推本末하며 知所先後하고 而爲之有條理라,b3500dd887aae2d0,라,라,微絶之斷,True,라,L2
당송팔대가문초구양수4,477,2103,及其零落하얀 秖益悲傷하니 惟可喜者는 令名不忘이라,c94ccc981313ac5c,이라,라,微絶之斷,True,라,L2
자치통감강목1,24,128,昔夫子之作春秋에 因魯史之舊文하고 不見其筆削之迹하니 正以無凡例之可證이라,e62c3f7ff0393b75,이라,라,微絶之斷,True,라,L2
당송팔대가문초증공1,245,1387,魏公喜爲詩하여 每合屬士大夫賓客與游하여 多賦詩以自見하니 其屬而和之者는 幾聖獨思致逸發하여 若不可追躡하니 魏公未嘗不嘆得之晩也라,aed0dc63bbc5500a,라,라,微絶之斷,True,라,L2
당송팔대가문초유종원2,338,2198,今已矣라,eeac3b59f216bc72,라,라,微絶之斷,True,라,L2
당송팔대가문초왕안석2,339,1870,極談性命을 方絶之時라,c3e75c85ae33c87a,라,라,微絶之斷,True,라,L2
당송팔대가문초구양수1,267,1512,而草木萬類가 變化無常하니 不可信憑하야 便生懈怠라,ae3546ed6e720e48,라,라,微絶之斷,True,라,L2
당송팔대가문초소식2,456,1952,自宮室禱祠之役興으로 錢幣茶鹽之法壞하고 加之以師旅하야 而天下常患無財라,86e06eec7c2d4207,라,라,微絶之斷,True,라,L2
당송팔대가문초증공1,484,2694,茶鹽蜜紙竹箭材葦之貨를 無有纖鉅히 治咸盡其身力하니 其勤如此라,3ebc93788685939c,라,라,微絶之斷,True,라,L2
당송팔대가문초구양수2,481,1903,中多名言하니 可爲世戒라,8b81b32ae435c1ca,라,라,微絶之斷,True,라,L2
당송팔대가문초소식5,383,1416,子由는 以二月二十日生이며 其婦德陽郡夫人史氏는 以十一月十七日生이라,7b70441e74a400b0,이라,라,微絶之斷,True,라,L2
당송팔대가문초증공1,146,866,雄德不逮聖人하니 强學力行이라도 而於義命有所未盡이라,c2ce543ff6663962,이라,라,微絶之斷,True,라,L2
시경집전(상),856,2000,凝脂는 脂寒而凝者니 亦言白也라,e3ab0152984770e9,라,라,微絶之斷,True,라,L2
시경집전(상),894,2101,隕은 落이요 徂는 往也라,56820dff0fb352ac,라,라,微絶之斷,True,라,L2
주역전의(하),3,19,利貞은 相感之道 利在於正也니 不以正則入於惡矣라,539fa2ed7ae39578,라,라,微絶之斷,True,라,L2
당송팔대가문초구양수3,403,1560,其後公薨에 史官修眞宗實錄할새 得內出奏章하야 乃知朝廷之士가 多公所薦者라,0c8e47db3c3cc0e5,라,라,微絶之斷,True,라,L2
서경집전(상),27,189,帝曰 吁라,20a67296a1baaacd,라,라,微絶之斷,True,라,L2
서경집전(상),361,2045,內方은 地志에 章山이니 古文에 以爲內方山이라,6df784c55ae3497f,이라,라,微絶之斷,False,라,L2
당송팔대가문초소식3,91,337,今使世主로 日臨父師而親藥石하고 履繩約은 非其所樂也라,7deda8857142e280,라,라,微絶之斷,True,라,L2
당송팔대가문초유종원2,108,506,物者는 道之準也라,25e2dc56258c7b31,라,라,微絶之斷,True,라,L2
예기집설대전2,1431,2044,敬子言我三家 不能居公室而以臣禮事君者를 四方皆知之矣라,e4b1d90875665fc3,라,라,微絶之斷,True,라,L2
당송팔대가문초왕안석1,125,684,荊公奮勵를 可掬이라,c06ff9c9f0341630,이라,라,微絶之斷,True,라,L2
당송팔대가문초구양수5,331,2225,龍德三年夏에 晉取鄆州하니 梁人大恐이라,1e9afa1c5a3d1268,이라,라,微絶之斷,False,라,L2
서경집전(하),674,2614,故로 及多方하니 亦誥體也라,d02e837c6d7f4bb3,라,라,微絶之斷,True,라,L2
춘추좌씨전5,401,2064,孟非人也라 將不列於宗하리니 不可謂長이라,4c4ef16ed562492c,이라,라,微絶之斷,True,라,L2
당송팔대가문초구양수5,231,1576,存審三子는 彦超彦饒彦卿이라,c7ff70e449e296fa,이라,라,微絶之斷,False,라,L2
자치통감강목1,28,165,余喜其有益於後學하야 欲鋟棗하야 俾遠其傳이라,dd830621a5142313,이라,라,微絶之斷,True,라,L2
자치통감강목4,781,1823,齎金幣帛直數千巨萬하고 至烏孫이러니 久之요 不能得其要領이라,a7be4ed50eeb617d,이라,라,微絶之斷,False,라,L2
당송팔대가문초소식1,298,1376,一使所獲이 率不下二十萬緡하니 使五六至면 而累年所罷歲賜를 可以坐復이라,ae17507cd2a33bcf,이라,라,微絶之斷,True,라,L2
당송팔대가문초증공1,233,1341,其始終所更涉如此하니 此白之詩書所自敍可考者也라,f5c0f49b7f760991,라,라,微絶之斷,True,라,L2
논어집주,1683,5346,食은 祿也라,7ce1e4cbbddc249d,라,라,微絶之斷,True,라,L2
맹자집주,666,2334,道는 路也라,8528f11cbf3cfbd0,라,라,微絶之斷,True,라,L2
당송팔대가문초한유3,88,523,元和初에 婺州大旱하야 人餓死하야 戶口亡十七八이라,3204954558414316,이라,라,微絶之斷,False,라,L2
당송팔대가문초한유2,375,1903,陟은 昇也니 謂昇天也라,9157e10c34aadd47,라,라,微絶之斷,True,라,L2
맹자집주,729,2627,彭更은 孟子弟子也라,8e3d158253f7d527,라,라,微絶之斷,False,라,L2
춘추좌씨전4,293,946,王使劉定公賜齊侯命曰 昔伯舅太公右我先王에 股肱周室이오 師保萬民이라,4b2af0b0e87e22f1,이라,라,微絶之斷,False,라,L2
당송팔대가문초구양수3,94,333,故復始而亨하고 臨浸而長하고 泰交而大壯하야 以衆攻其寡하고 夬乘其衰而決之라,19cbeb1cde7b5813,라,라,微絶之斷,True,라,L2
시경집전(상),1349,3094,殷은 衆也라,a55765416407eb09,라,라,微絶之斷,True,라,L2
당송팔대가문초구양수4,212,1005,嗚呼라 予哀狄君者는 其壽止於五十有六하고 其官止於一卿丞이라,08f059e70fc6c3c9,이라,라,微絶之斷,True,라,L2
춘추좌씨전5,285,1483,二子之言이 義也니 違義면 禍也라,c90010223a3dd65a,라,라,微絶之斷,True,라,L2
춘추좌씨전3,265,767,凡火에 人火曰火오 天火曰災라,12a841023a5103d7,라,라,微絶之斷,True,라,L2
주역전의(상),987,3043,泰極而否는 城復于隍之象이니 戒占者不可力爭이요 但可自守니 雖得其貞이라도 亦不免於羞吝也라,78b8dc903029aa4c,라,라,微絶之斷,True,라,L2
자치통감강목7,397,509,"李松,鄧曄이 引軍至華陰하니 而長安旁兵이 四會城下하여 爭欲先入城이라",6e690e138bea72bb,이라,라,微絶之斷,False,라,L2
서경집전(하),206,761,史乃冊祝으로 至屛璧與珪는 記告神之辭也요 自乃卜으로 至乃瘳는 記卜吉及王病瘳之事也요 自武王旣喪已下는 記周公流言居東及成王迎歸之事也라,245f9a9e16e511b3,라,라,微絶之斷,True,라,L2
춘추좌씨전5,30,165,鄭叛吳興하야 楚失諸侯는 則苗賁皇之爲也라,0ff9826db12ae476,라,라,微絶之斷,False,라,L2
당송팔대가문초구양수4,172,808,然恥以不直訟이라,34ca40adede45bb0,이라,라,微絶之斷,False,라,L2
예기집설대전2,1000,1446,脯醢之奠은 不惡塵埃라 故可無巾覆이니 凡覆之者는 必其有祭肉者也라,8f6a29c099b71efc,라,라,微絶之斷,True,라,L2
주역전의(상),582,1900,可羞吝者는 以其獨遠於賢明之人也니 不能親賢하여 以致困은 可吝之甚也라,d9a4764d8a13f3ae,라,라,微絶之斷,True,라,L2
시경집전(하),660,1461,凄凄는 凉風也라,58df872e81d89d36,라,라,微絶之斷,True,라,L2
당송팔대가문초한유1,192,942,始者에 亦嘗辱一言之譽나 貧賤也하야 衣食於奔走하야 不得朝夕繼見하고 其後에 閤下位益尊하야 伺候於門牆者 日益進이라,78bd2b4b12cb953d,이라,라,微絶之斷,True,라,L2
주역전의(하),31,103,有剛陽之質而不能自主하여 志反在於隨人이면 是所操執者 卑下之甚也라,1ad3584d0cae358e,라,라,微絶之斷,True,라,L2
당송팔대가문초구양수4,348,1556,女三人이요 孫男女九人이요 曾孫女二人이라,1484f6dc463a66a6,이라,라,微絶之斷,True,라,L2
예기집설대전2,1141,1639,示助之以力이라,1e61586a30e50760,이라,라,微絶之斷,True,라,L2
춘추좌씨전6,202,839,故爲火師而火名하고 共工氏以水紀라,b7d08754e34d6dd8,라,라,微絶之斷,True,라,L2
당송팔대가문초한유2,360,1782,某胥也요 某商也라,a3c4b55221ab7a0e,라,라,微絶之斷,True,라,L2
주역전의(하),1362,4129,然四非正位라 故雖得其處止나 不若二之就次舍也라,fe65152eb7a1128c,라,라,微絶之斷,True,라,L2
주역전의(상),880,2727,五必援挽하여 與之相濟리니 是富以其隣也라,cbd86a7d292a1a42,라,라,微絶之斷,True,라,L2
당송팔대가문초구양수1,347,1888,臣於茶法에 本不詳知로되 但外論旣喧에 聞聽漸熟이라,ac45bc79913a3b57,이라,라,微絶之斷,False,라,L2
서경집전(상),169,1195,蓋處崇高之位면 所以儆戒者當如是也라,e0768557c88682bc,라,라,微絶之斷,True,라,L2
당송팔대가문초구양수6,200,1329,恕故遷善自新之路廣이나 備則難得하니 難得故可貴焉이라,a572f604cda1ddac,이라,라,微絶之斷,True,라,L2
당송팔대가문초유종원1,65,502,兄之爲是術에 凡今天下欲兄久存者皆懼나 而欲兄速去者獨喜하리니 兄爲而不已면 則是背親而與讐라,5cd3c5f528d4c9e8,라,라,微絶之斷,True,라,L2
당송팔대가문초소식1,205,979,今戰兵千人耳니 臣欲乞移南京新招騎射兩指揮於徐하오니 此는 故徐人也라,71536d926d4a4eb5,라,라,微絶之斷,True,라,L2
예기집설대전1,94,366,若此而服官政이면 則明習故事하고 詳審和緩하야 不至於擾民生事矣라.,88b45a75ddbb8fbc,라,라,微絶之斷,True,라,L2
당송팔대가문초왕안석1,130,705,得君之寵이면 多危懼라,0ae02af5b7df5c2d,라,라,微絶之斷,True,라,L2
당송팔대가문초소순1,126,798,老蘇는 以禮爲强世之術하니 卽荀子性惡之遺라,12cccc46bc9f2c8b,라,라,微絶之斷,True,라,L2
서경집전(상),163,1146,違는 戾也라,50b953a51c433c01,라,라,微絶之斷,True,라,L2
주역전의(상),73,410,說卦의 天地定位로 至坤以藏之는 以見伏羲所畫八卦之位也요 帝出乎震以下는 文王이 卽伏羲已成之卦하여 而推其義類之辭也라,de443202fa8c8ec7,라,라,微絶之斷,True,라,L2
서경집전(상),79,587,"夔, 龍은 二臣名이라",519effaabeea79a1,이라,라,微絶之斷,True,라,L2
당송팔대가문초소식2,26,116,今者엔 卽位已四年矣라,8b17207b2ab9a2ad,라,라,微絶之斷,False,라,L2
당송팔대가문초구양수6,247,1703,嗚呼라,b5830bc7354f4e3d,라,라,微絶之斷,False,라,L2
당송팔대가문초구양수3,382,1405,今天子卽位에 改博州團練使 知廣信軍이라가 徙知冀州하고 遷康州防禦使하며 歷龍神衛 捧日 天武四廂都指揮使 侍衛親軍步軍馬軍殿前都虞候 步軍副都指揮使 桂福二州觀察使라,2a39ffee77d5e346,라,라,微絶之斷,True,라,L2
예기집설대전1,441,1383,禽은 鳥也라.,2149123902af5502,라,라,微絶之斷,False,라,L2
당송팔대가문초구양수2,203,762,然至於書하얀 則不可無法하니 古之始有文字也에 務乎記事而因物取類하야 爲其象이라,09ed98c67c3e476e,이라,라,微絶之斷,True,라,L2
춘추좌씨전1,295,1906,言公羊者도 亦云黜周而王魯일새 危行言孫하야 以辟當時之害라,29ec8066e9a908b6,라,라,微絶之斷,False,라,L2
당송팔대가문초왕안석1,417,1865,放其言之文하야 君子以興焉하고 循其道之序하야 聖人以成焉이라,923e88ef3369d9c7,이라,라,微絶之斷,False,라,L2
서경집전(하),17,82,觀政은 猶伊尹所謂萬夫之長에 可以觀政이라,67e23a5ba77dae3b,이라,라,微絶之斷,True,라,L2
당송팔대가문초구양수3,303,1128,其良材堅甓之用이 凡二十二萬三千五百이로되 而人不以爲多하며 學有堂筵齋講하고 有藏書之閣하고 有賓客之位하고 有游息之亭하야 嚴嚴翼翼하야 壯偉閎燿이로되 而人不以爲侈라,169de634519eb6a4,라,라,微絶之斷,False,라,L2
주역전의(하),303,899,風生自火는 自內而出也니 自內而出은 由家而及於外之象이라,79860029dd18b4c5,이라,라,微絶之斷,False,라,L2
시경집전(하),1739,3935,嘉告는 以善言告之니 謂嘏辭也라,04fa3e5f10bfe41e,라,라,微絶之斷,False,라,L2
당송팔대가문초한유2,59,243,遂各爲歌詩六韻하야 (退)［遣］愈爲之序云이라,fe2a8c2272d002af,이라,라,微絶之斷,False,라,L2
논어집주,1187,3929,民富면 則君不至獨貧이요 民貧이면 則君不能獨富라,fbea1f98b4a79b4f,라,라,微絶之斷,True,라,L2
주역전의(상),837,2593,又四以一陰得位하여 爲五陽所說하니 得位는 得柔巽之道也니 能畜群陽之志라,28c779fe98f939ed,라,라,微絶之斷,False,라,L2
당송팔대가문초구양수5,234,1598,而晉軍以故得幷力以收燕者는 二人之力也라,4bd6b55a32edbb30,라,라,微絶之斷,True,라,L2
춘추좌씨전7,249,896,夫陽虎有寵於季氏로되 而將殺季孫하야 以不利魯國이라가 而求容焉이라,3c318e115a8d7939,이라,라,微絶之斷,False,라,L2
당송팔대가문초구양수4,154,724,娶朱氏하니 封金壇縣君이요 先府君以卒이라,4f3341f07d4cd02f,이라,라,微絶之斷,False,라,L2
당송팔대가문초증공1,103,638,當是時하여 人主方急於致天下治할새 而當世之士로 豪傑魁礧者 相繼而進하여 雜遝於朝라,edf55c3aa06767b0,라,라,微絶之斷,False,라,L2
시경집전(상),491,1133,鷕는 雌雉聲이라,8c67eea3a22c2cae,이라,라,微絶之斷,False,라,L2
