book,문단식별자,문장식별자,원문,번역문,marker,llm_judgment,marker_type,analysis_level
자치통감강목20,207,352,紹宗이 曰 明公이 興義兵以淸朝廷이어늘 今乃無故殲夷多士하여 失天下望이 非長策也로다,c6273dfa312c1295,로다,False,로다,Level1
자치통감강목20,215,369,賀拔岳이 進曰 將軍이 首擧義兵하여 志除姦逆이라가 大勲未立하여 遽有此謀하니 正可速禍요 未見其福이로다,e3a524bd918c2551,로다,False,로다,Level1
자치통감강목20,225,388,後數日에 榮이 與魏主登髙하여 見宮闕壯麗하고 列樹成行(항)하고 乃歎曰 元尙書之言이 不可奪也로다,3fdd02553d3f344a,로다,True,로다,Level1
자치통감강목20,236,409,此言이 旣行에 世之違犯正理者가 輒以自解하니 其賊道가 多矣로다,820865069bcf5f84,로다,False,로다,Level1
자치통감강목20,240,417,祖瑩之言이 違道甚矣로다,bd9f3296a5974103,로다,False,로다,Level1
자치통감강목20,240,419,正家者는 治國之本이요 初政者는 治亂之原이어늘 魏子攸가 惑於邪説而不能辨하고 惕於强臣而不能正하니 早墜厥命이 於是乎在矣로다,f70e3547a0adffbd,로다,True,로다,Level1
자치통감강목20,242,421,榮이 令元天穆하여 入洛陽하여 朝廷要官을 悉用其腹心爲之로다,f99a3cd0466b9ff7,로다,True,로다,Level1
자치통감강목20,277,473,他日에 困於叛臣하여 卒餓而死하니 其禍가 有自來矣로다,21c01c3670288863,로다,False,로다,Level1
자치통감강목20,399,693,及聞關隴이 平하고 謂臨淮王(或)［彧］曰 天下에 便無賊矣로다,01cbcb771f40dbf5,로다,False,로다,Level1
자치통감강목20,457,800,祖仁私謂子弟曰 今日에 富貴至矣로다,2353b724e75f6488,로다,False,로다,Level1
자치통감강목20,628,1094,髙歡이 初至에 圖之不難이로다,452ab2ef0abd928f,로다,False,로다,Level1
자치통감강목20,775,1320,歡이 乃集百官耆老하여 議所立할새 時에 淸河王亶이 出入已稱警蹕이라 歡이 醜之하여 遂立其世子善見爲帝하고 謂亶曰 欲立王이나 不如立王之子로다,2190f3d984c77558,로다,False,로다,Level1
자치통감강목20,954,1584,我與國家로 同安共危어니 以此獲罪라도 亦無所恨이로다,825a50a24eb97243,로다,False,로다,Level1
자치통감강목20,1129,1827,敬容於是乎不忠之甚矣로다,146d0a921ada8070,로다,False,로다,Level1
자치통감강목20,1193,1918,梁高祖之不終也는 宜哉로다,fa7ab9f0b4d961a3,로다,False,로다,Level1
자치통감강목20,1236,1979,今藉其屢奔하여 人情未固하니 正當共出百死하여 决力取之어늘 無故停留하니 時事去矣로다,9e68c1c037d92b9f,로다,True,로다,Level1
자치통감강목20,1295,2063,帝旣不能自克하고 朱异又諂以成之하니 悲夫로다,49d7fb4e2c05909e,로다,True,로다,Level1
자치통감강목20,1397,2227,景謂神茂曰 事不諧矣로다,9281560b22c6392e,로다,False,로다,Level1
자치통감강목20,1452,2298,岐謂人曰 朱彦和將死矣로다,29340d1c7089e38d,로다,False,로다,Level1
자치통감강목20,1568,2458,二者皆失之하니 然則非景與正德能亡梁也라 乃朱异亡之耳로다,8325077581e386f4,로다,False,로다,Level1
자치통감강목2,136,333,孝文莊襄二王之死는 蓋皆不韋之所爲也로다,f4850d4baebbc04c,로다,False,로다,Level1
자치통감강목2,188,473,秦兵이 去陳百六十里니 臣이 見秦楚之日鬪也로다,99d051c4052394cf,로다,False,로다,Level1
자치통감강목2,232,595,棄黔首以資敵國하며 却賓客以業諸侯하니 此所謂藉寇兵而齎盜糧者也로다,7f3ee8ecaec2caa4,로다,True,로다,Level1
자치통감강목2,308,754,丹이 不忍也하노라 軻乃私見於期曰 秦王遇將軍이 可謂深矣로다,43775219ef3d5010,로다,False,로다,Level1
자치통감강목2,325,807,王曰 將軍이 老矣로다,40af014fb39165b5,로다,False,로다,Level1
자치통감강목2,341,851,對曰 方投石超距라하야늘 翦이 曰 可矣로다,df2e8fdc0ee38790,로다,False,로다,Level1
자치통감강목2,543,1437,斯亦足稱也로다,41f6c18e4c17aa18,로다,True,로다,Level1
자치통감강목2,631,1692,養卒이 笑曰 君未知此兩人所欲也로다,ad6c5b4ca1c6ee65,로다,False,로다,Level1
자치통감강목2,769,2103,今不恤士卒하고 而徇其私하니 非社稷之臣也로다,512fe5fe20ae0344,로다,False,로다,Level1
자치통감강목2,908,2470,羽는 受璧하고 增은 拔劒撞破玉斗曰 唉라 豎子는 不足與謀이로다,133ffbb94da3d299,로다,False,로다,Level1
자치통감강목2,912,2480,韓生이 退曰 人言楚人은 沐猴而冠이라하더니 果然이로다,6b75c3a4600bf257,로다,False,로다,Level1
자치통감강목2,1010,2657,王이 復罵曰 諸將亡者以十數로대 公無所追러니 追信은 詐也로다,8374b4cbb12acf6b,로다,False,로다,Level1
자치통감강목2,1088,2853,嗚呼危哉로다,d3ed9267d1678278,로다,True,로다,Level1
자치통감강목2,1107,2893,曰 不能當曹參이니 吾無患矣로다,4358273fd986cb0f,로다,False,로다,Level1
자치통감강목2,1211,3196,王이 乃捫足曰 虜中吾指로다,d52fb8ac716fa306,로다,False,로다,Level1
자치통감강목2,1259,3307,張良이 才識이 高遠하야 有儒者氣象이로되 而亦以此로 說漢王하니 則其不義甚矣로다,7099983277cb7d55,로다,False,로다,Level1
자치통감강목20,31,49,至是하여 榮이 得勝大喜曰 得卿兄弟하니 天下는 不足平也로다,7ec7953f62b51ea4,로다,True,로다,Level1
자치통감강목20,86,145,爲人上而觀此면 亦可省己而修德矣로다,3958fc20fef831c6,로다,False,로다,Level1
자치통감강목20,116,189,忠且無私라 可謂君子矣로다,76997d2f4f9b3773,로다,False,로다,Level1
자치통감강목20,195,335,然則非爾朱榮髙歡이 能爲魏毒也라 魏自亡爾로다,e76e28588b93ec72,로다,False,로다,Level1
시경집전(상),1304,3007,一日不見이 如三月兮로다,90e725b9d5ab0fb9,로다,True,로다,Level1
시경집전(상),1307,3012,揚之水여 不流束楚로다,eadd388bb9b17f58,로다,True,로다,Level1
시경집전(상),1312,3023,揚之水여 不流束薪이로다,4c98e2459698b01f,로다,True,로다,Level1
시경집전(상),1317,3028,出其東門호니 有女如雲이로다,f37c8793a6d55c1b,로다,True,로다,Level1
시경집전(상),1318,3029,雖則如雲이나 匪我思存이로다,c151940e189e1119,로다,True,로다,Level1
시경집전(상),1319,3030,縞衣綦巾이여 聊樂我員이로다,8c95f49185169f8f,로다,True,로다,Level1
시경집전(상),1321,3037,是時에 淫風大行이로되 而其間에 乃有如此之人하니 亦可謂能自好而不爲習俗所移矣로다,d01a5b136407092e,로다,True,로다,Level1
시경집전(상),1322,3039,出基闉闍호니 有女如茶로다,ca6ee58cbbf4d27b,로다,True,로다,Level1
시경집전(상),1323,3040,雖則如茶나 匪我思且로다,2cdc8cc7135a6434,로다,True,로다,Level1
시경집전(상),1324,3041,縞衣茹藘여 聊可與娛로다,3b60df2bae011b68,로다,True,로다,Level1
시경집전(상),1327,3050,野有蔓草호니 零露溥兮로다,5fc8aa601a54d979,로다,True,로다,Level1
시경집전(상),1328,3051,有美一人이여 淸揚婉兮로다,31b958c7c3d5c386,로다,True,로다,Level1
시경집전(상),1329,3052,邂逅相遇호니 適我願兮로다,ad789b026602ba2e,로다,True,로다,Level1
시경집전(상),1332,3062,野有蔓草하니 零露瀼瀼이로다,3d47cfa78e2e331c,로다,True,로다,Level1
시경집전(상),1333,3063,有美一人이여 婉如淸揚이로다,4553dfc25937f0e2,로다,True,로다,Level1
시경집전(상),1334,3064,邂逅相遇호니 與子偕臧이로다,1b0e756c5a1a9f1d,로다,True,로다,Level1
시경집전(상),1338,3072,士與女 方秉蕳兮로다,0b2e9bf20b33893c,로다,True,로다,Level1
시경집전(상),1339,3073,女曰觀乎인저 士曰旣且로다,323bf06e44daa573,로다,True,로다,Level1
시경집전(상),1341,3075,維士與女 伊其相謔하여 贈之以勺藥이로다,78d6d6dc6e1e428f,로다,True,로다,Level1
시경집전(상),1345,3088,士與女 殷其盈矣로다,e8d182c973dbb966,로다,False,로다,Level1
자치통감강목18,888,2915,沖曰 任城可謂忠於社稷이로다,31b90967ef2e6b6f,로다,False,로다,Level1
자치통감강목19,25,42,故此别示하노니 想無致怪로다,74dcdd46f735634b,로다,False,로다,Level1
자치통감강목19,32,50,是는 以不信之令으로 誘之하여 使陷於死地하니 刑政之失이 無此爲大焉이로다,26804ef4c561bdc9,로다,False,로다,Level1
자치통감강목19,62,86,顯宗이 至新野어늘 魏主가 謂曰 卿이 破賊斬將하니 殊益軍勢로다,13fa96afb653f494,로다,True,로다,Level1
자치통감강목19,115,165,魏主가 覽表하고 歎悵久之라가 曰 道固가 可謂溢矣요 而僕射도 亦爲滿也로다,c7c9f3335c5c52da,로다,True,로다,Level1
자치통감강목19,144,220,計汝父子가 惟有走耳로다,ea33245606040868,로다,False,로다,Level1
자치통감강목19,147,225,中書가 疑朓官未及讓한대 祭酒沈約이 曰 近世小官不讓이 遂成恒俗이어늘 謝今所讓이 又别有意로다,4a032c92da1c5b3c,로다,False,로다,Level1
자치통감강목19,215,326,咸陽王禧가 至하여 謂勰曰 汝此行이 不唯勤勞라 亦實危險이로다,6659561156b1ff39,로다,False,로다,Level1
자치통감강목19,236,357,劉暄이 嘗爲寶玄郢州行事한대 執事過刻하니 寶玄이 恚曰 舅殊無渭陽情이로다,1621370c967bf420,로다,False,로다,Level1
자치통감강목19,401,604,烈頭는 可得이나 羽林은 不可得이로다,61564279010b78ef,로다,False,로다,Level1
자치통감강목19,431,644,莫若請救於魏이로다,ece05e7388cff034,로다,False,로다,Level1
자치통감강목19,551,800,昻復書曰 一餐微施도 尙復投隕커든 況食人之祿하여 而頓忘一旦이면 非惟物議不可라 亦恐明公鄙之니 所以躊躇하여 未遑薦璧이로다,1ebbe68cca5ce83a,로다,False,로다,Level1
자치통감강목19,559,812,我義不降이로다,dd7ea1798d15cfb3,로다,False,로다,Level1
자치통감강목19,577,841,約擧手向左한대 雲笑曰 不乖所望이로다,5daa564e4c15c95d,로다,False,로다,Level1
자치통감강목19,771,1092,英深賞之曰 觀此經筭하니 雖有金城湯池나 不能守矣로다,465d7e922d2c368a,로다,False,로다,Level1
자치통감강목19,916,1281,昌義之怒하여 須髪盡磔曰 呂僧珍可斬也로다,503686c75ad99c94,로다,False,로다,Level1
자치통감강목19,940,1325,若孤軍獨往이면 必至狼狽리니 今破賊必矣로다,7746e1180265f168,로다,False,로다,Level1
자치통감강목19,987,1383,崇謂琛曰 長史後必爲刺史니 不知得上佐何如人耳로다,f323f2bfca19254b,로다,False,로다,Level1
자치통감강목19,1867,2520,不從하고 詔分處之於冀定瀛三州하여 就食한대 深이 謂纂曰 此輩復爲乞活矣로다,b323f399e796f989,로다,False,로다,Level1
자치통감강목2,124,303,今縮高辭大位以全父子之義어늘 而君曰 必生致之라하니 是는 使我負襄王之詔而廢太府之憲也로다,df2d508a2456b9d2,로다,False,로다,Level1
시경집전(상),1159,2692,叔于田하니 乘乘黃이로다,c957dbdfdbf5564a,로다,True,로다,Level1
시경집전(상),1160,2693,兩服上襄이요 兩驂雁行이로다,734bcf5b955ec677,로다,True,로다,Level1
시경집전(상),1161,2694,叔在藪하니 火烈具揚이로다,76c6838a91240959,로다,True,로다,Level1
시경집전(상),1163,2696,抑磬控忌며 抑縱送忌로다,b13471078c1ad2da,로다,True,로다,Level1
시경집전(상),1165,2706,叔于田하니 乘乘鴇로다,3239c79875b67c43,로다,False,로다,Level1
시경집전(상),1166,2707,兩服齊首요 兩驂如手로다,ff3234c0046c8b23,로다,True,로다,Level1
시경집전(상),1167,2708,叔在藪하니 火烈具阜로다,4f04a12aa08ce066,로다,True,로다,Level1
시경집전(상),1169,2710,抑釋掤忌며 抑鬯弓忌로다,e5ba3819bcdefaba,로다,True,로다,Level1
시경집전(상),1173,2726,淸人在彭하니 駟介旁旁이로다,c583b303f53481ce,로다,True,로다,Level1
시경집전(상),1174,2727,二矛重英로 河上乎翺翔이로다,60336ab6f445a66e,로다,True,로다,Level1
시경집전(상),1177,2739,淸人在消하니 駟介麃麃로다,dbfe3b089982ee39,로다,True,로다,Level1
시경집전(상),1178,2740,二矛重喬로 河上乎逍遙로다,0bacec58c674b4b8,로다,True,로다,Level1
시경집전(상),1180,2746,淸人在軸하니 駟介陶陶로다,d21f53f71d381554,로다,True,로다,Level1
시경집전(상),1181,2747,左旋右抽어늘 中軍作好로다,203f09695a249423,로다,True,로다,Level1
시경집전(상),1185,2765,春秋에 書曰鄭棄其師라하니 其責之深矣로다,6da2b2101960036f,로다,False,로다,Level1
시경집전(상),1187,2771,羔裘如濡하니 洵直且侯로다,8503d56dd64ff84d,로다,True,로다,Level1
시경집전(상),1188,2772,彼其之子여 舍命不渝로다,728251e6e810fe44,로다,True,로다,Level1
시경집전(상),1191,2781,羔裘豹飾이로소니 孔武有力이로다,dccbde48681bee39,로다,True,로다,Level1
시경집전(상),1192,2782,彼其之子여 邦之司直이로다,a9fe3aa2f0d1e2db,로다,False,로다,Level1
시경집전(상),1194,2789,羔裘晏兮요 三英粲兮로다,ddfb72e0031e5441,로다,True,로다,Level1
시경집전(상),1075,2511,言綿綿葛藟는 則在河之滸矣어늘 今乃終遠兄弟하여 而謂他人爲己父로다,1c839caf3f3de732,로다,True,로다,Level1
시경집전(상),1076,2513,綿綿葛藟여 在河之涘로다,bd6f377bc32d7bf1,로다,False,로다,Level1
시경집전(상),1078,2515,謂他人母나 亦莫我有로다,2bd7102c9742421a,로다,True,로다,Level1
시경집전(상),1080,2520,綿綿葛藟여 在河之漘이로다,68134cd4c7c708d3,로다,False,로다,Level1
시경집전(상),1082,2522,謂他人昆이나 亦莫我聞이로다,94de5cf3187762d2,로다,True,로다,Level1
시경집전(상),1085,2529,彼采葛兮여 一日不見이 如三月兮로다,8c35db9bb876efcf,로다,True,로다,Level1
시경집전(상),1087,2533,彼采蕭兮여 一日不見이 如三秋兮로다,541dea3a1cdce920,로다,True,로다,Level1
시경집전(상),1089,2538,彼采艾兮여 一日不見이 如三歲兮로다,53217f1b08c1d4db,로다,True,로다,Level1
시경집전(상),1092,2544,大車檻檻하니 毳衣如菼이로다,de51d3ac174c799b,로다,True,로다,Level1
시경집전(상),1096,2558,大車啍啍하니 毳衣如璊이로다,eb672f2eb08d5170,로다,False,로다,Level1
시경집전(상),1104,2573,丘中有麻하니 彼留子嗟로다,a3771278c8ee07f5,로다,True,로다,Level1
시경집전(상),1108,2582,丘中有麥하니 彼留子國이로다,261e863f985bc33e,로다,False,로다,Level1
시경집전(상),1111,2587,丘中有李하니 彼留之子로다,e4a683fc9f1b93e6,로다,False,로다,Level1
시경집전(상),1142,2648,叔于田하니 巷無居人이로다,9ad4ba23d233725b,로다,False,로다,Level1
시경집전(상),1146,2661,叔于狩하니 巷無飮酒로다,498d4e3a518bd80a,로다,False,로다,Level1
시경집전(상),1149,2665,叔適野하니 巷無服馬로다,63368f009c5757d6,로다,False,로다,Level1
시경집전(상),1153,2673,叔于田하니 乘乘馬로다,c174348a589f872f,로다,False,로다,Level1
시경집전(상),1154,2674,執轡如組하니 兩驂如舞로다,e7a140534fab073d,로다,True,로다,Level1
시경집전(상),1155,2675,叔在藪하니 火烈具擧로다,76c6838a91240959,로다,True,로다,Level1
시경집전(상),1156,2676,襢裼暴虎하여 獻于公所로다,32a77fcbc685866f,로다,True,로다,Level1
시경집전(상),1000,2343,彼黍離離어늘 彼稷之實이로다,34f54baba93c712c,로다,True,로다,Level1
시경집전(상),1019,2375,其樂只且로다,63fa19713cdc3522,로다,True,로다,Level1
시경집전(상),1023,2390,其樂只且로다,63fa19713cdc3522,로다,True,로다,Level1
시경집전(상),1026,2396,揚之水여 不流束薪이로다,6796e6950297cc35,로다,True,로다,Level1
시경집전(상),1027,2397,彼其之子여 不與我戍申이로다,1fa2f32e02869525,로다,True,로다,Level1
시경집전(상),1031,2407,揚之水여 不流束楚로다,1056ab682b4c62ef,로다,True,로다,Level1
시경집전(상),1032,2408,彼其之子여 不與我戍甫로다,f71e89404c6b6ffc,로다,True,로다,Level1
시경집전(상),1035,2416,揚之水여 不流束蒲로다,08e5f115dcc4bad6,로다,True,로다,Level1
시경집전(상),1036,2417,彼其之子여 不與我戍許로다,21d3ae6c202ceb0b,로다,True,로다,Level1
시경집전(상),1041,2435,中谷有蓷하니 暵其乾矣로다,2e0490c08f680e36,로다,True,로다,Level1
시경집전(상),1043,2437,嘅其嘆矣호니 遇人之艱難矣로다,e497cde32f3c157f,로다,True,로다,Level1
시경집전(상),1046,2444,中谷有蓷하니 暵其脩矣로다,f3641c06d7803af4,로다,True,로다,Level1
시경집전(상),1048,2446,條其歗矣호니 遇人之不淑矣로다,ad2ec76aecc50c7c,로다,True,로다,Level1
시경집전(상),1051,2456,中谷有蓷하니 暵其濕矣로다,bcddeaa11fa54cba,로다,True,로다,Level1
시경집전(상),1055,2467,故로 讀詩者 於一物失所에 而知王政之惡하고 一女見棄에 而知人民之困하나니 周之政荒民散하여 而將無以爲國을 於此亦可見矣로다,7ff29f8d5a9d4c49,로다,False,로다,Level1
시경집전(상),1057,2470,有兎爰爰이어늘 雉離于羅로다,bc1a5b49c3f5be5f,로다,False,로다,Level1
시경집전(상),1062,2487,有兎爰爰이어늘 雉離于罦로다,33f62c0a63cbd93a,로다,False,로다,Level1
시경집전(상),1066,2494,有兎爰爰이어늘 雉離于罿이로다,33f62c0a63cbd93a,로다,False,로다,Level1
시경집전(상),1071,2504,綿綿葛藟여 在河之滸로다,c628dcdcadf42b38,로다,False,로다,Level1
시경집전(상),1073,2506,謂他人父나 亦莫我顧로다,e7adf422a76b04e0,로다,True,로다,Level1
자치통감강목3,566,1375,使後世로 致隆於原廟而簡於太廟하니 則通說이 啓之矣로다,595e1b24eb08e15b,로다,True,로다,Level1
자치통감강목3,677,1534,酒酣에 章爲耕田歌曰 深耕穊種하고 立苗欲疏로다,ec51c0f4c90d6fcc,로다,True,로다,Level1
자치통감강목3,785,1791,文帝修代來功이 在三時之後하고 又所侯者 纔宋昌一人이니 此可以爲後世法矣로다,b187a48aad0a339e,로다,True,로다,Level1
자치통감강목3,931,2161,吾欲致之族이어늘 而君以法奏之하니 非吾所以共承宗廟意也로다,2895b5146e5a209e,로다,False,로다,Level1
자치통감강목3,1116,2565,民有歌淮南王者하여 曰 一尺布도 尙可縫이요 一斗粟도 尙可舂이어늘 兄弟二人이 不相容이로다,7f4a818a5b238b52,로다,False,로다,Level1
자치통감강목3,1348,3091,此眞將軍矣로다,e4fb7d5be6ed968e,로다,True,로다,Level1
자치통감강목3,1376,3140,然則孝景之薄于君親이 其罪益大矣로다,87d6fe77694edf25,로다,True,로다,Level1
자치통감강목3,1671,3731,亞夫因趨出하니 上이 目送之曰 此 鞅鞅하니 非少主臣也로다,e898b1a29b3744fc,로다,False,로다,Level1
자치통감강목3,1830,4111,對旣不合하고 又留不去하니 其不逮穆生을 又可見矣로다,6ebf0bb1c86586f2,로다,False,로다,Level1
자치통감강목4,37,75,上曰 太尉不足與計로다,3dea005b74dc423b,로다,False,로다,Level1
자치통감강목4,142,339,古有社稷之臣이러니 至如黯하여는 近之矣로다,4e16ed51888d825d,로다,True,로다,Level1
자치통감강목4,234,580,夫唯大雅하여 卓爾不群은 河間獻王이 近之矣로다,26a687fc14a121e1,로다,True,로다,Level1
자치통감강목4,391,949,不入於道德하고 苟放縱於末流하니 殺身亡宗이 非不幸也로다,c54a7477aa0e2e2d,로다,False,로다,Level1
자치통감강목4,1205,2746,且單于信汝하여 使決人死生이어늘 不平心持正하고 反欲鬪兩主하여 觀禍敗로다,fefaf29da30da171,로다,False,로다,Level1
자치통감강목4,1379,3157,宜太子之不終也로다,fe240c3fe44c3ea4,로다,False,로다,Level1
자치통감강목4,1558,3571,然이나 其處事應機는 則不異於古人矣로다,b1a9a5a1526573c0,로다,False,로다,Level1
자치통감강목4,1579,3626,義士로다,87e7f34c241b8c3f,로다,True,로다,Level1
자치통감강목4,1690,3867,論者或美介子以爲奇功하니 過矣로다,b9956f415323c81d,로다,False,로다,Level1
자치통감강목5,221,492,初에 霍氏奢侈어늘 茂陵徐生曰 霍氏必亡이로다,dbf6bc5fbf5b1185,로다,False,로다,Level1
자치통감강목5,366,823,是以로 決意去之하니 觀其語曰 不去면 懼有後悔라하니 則其微意를 可見矣로다,7cdeaf22544d8508,로다,True,로다,Level1
자치통감강목20,1600,2504,觀此하고 尙不知佛學之非하고 又從而爲之說하여 以自解焉하면 則亦末如之何矣로다,6fcbade016090dce,로다,True,로다,Level1
자치통감강목20,1602,2507,嘗與繹雙六이라가 食子未下어늘 賁曰 殿下都無下意로다,1963f6c855dfd8f7,로다,True,로다,Level1
자치통감강목20,1748,2707,苟非實見義重於生인댄 則不能也니 嵊可謂無負乎書矣로다,3f3cf45be211f00e,로다,True,로다,Level1
자치통감강목20,1760,2723,綸流涕曰 天下之事一至於斯하니 湘州若敗인댄 吾亡無日矣로다,18e39c2eb4c70c65,로다,True,로다,Level1
자치통감강목3,58,117,公知其一이요 未知其二로다,464a9bb9d1f7c72e,로다,True,로다,Level1
자치통감강목3,105,239,而敏於用言하여 不自遑暇 如此하니 其成帝業이 宜哉로다,be66e7756f99b9e6,로다,True,로다,Level1
자치통감강목3,105,240,光武下隴하고 歸才六日에 潁川盜起어늘 而往征之하니 可謂能繩祖武矣로다,b10b137eb295e6d3,로다,True,로다,Level1
자치통감강목3,112,267,惟子程子蓋嘗言之하시고 又以爲子房進退從容하여 有儒者之風하니 非高祖之能用子房이요 實子房能用高祖라하시니 其可謂知子房矣로다,69f3e7642387c3a6,로다,False,로다,Level1
자치통감강목3,129,310,信曰 果若人言이로다,53b4bd49d90d3ccc,로다,False,로다,Level1
자치통감강목3,129,311,狡兎死에 走狗烹이요 高鳥盡에 良弓藏이요 敵國破에 謀臣亡이라하니 天下已定하니 我固當烹이로다,8c25838145be6317,로다,True,로다,Level1
자치통감강목3,157,385,嗚呼惜哉로다,53c5e3ba2aaa9791,로다,True,로다,Level1
자치통감강목3,171,423,故로 良이 因事納忠하여 以變移帝意하여 使上無阿私하고 下無猜懼하니 可謂善諫矣로다,d22f88dbd974e6dc,로다,True,로다,Level1
자치통감강목3,243,604,高等이 相謂曰 吾王은 長者라 不倍徳이로다,20eee89b595a3266,로다,True,로다,Level1
자치통감강목3,285,693,廷尉以聞한대 上曰 壯士로다,33d599730177b2e9,로다,True,로다,Level1
자치통감강목3,323,796,至邯鄲하여 喜曰 豨不南據邯鄲而阻(章)［漳］水하니 吾知其無能爲矣로다,2c3bf16d38552d2d,로다,True,로다,Level1
자치통감강목3,428,1053,酒酣에 上이 擊筑自歌曰 大風起兮여 雲飛揚이로다,c4565d55fd981ede,로다,True,로다,Level1
자치통감강목3,428,1054,威加海內兮여 歸故鄕이로다,4093c66f8aef910e,로다,True,로다,Level1
자치통감강목3,444,1089,四人者出커늘 上이 召戚夫人하여 指視之하고 曰 我欲易之러니 彼四人者輔之하니 羽翼已成하여 難動矣로다,ff873562af157096,로다,False,로다,Level1
자치통감강목3,509,1257,爲人子者 父母有過則諫하고 諫而不聽이면 則號泣而隨之하나니 若孝惠者는 可謂篤於小仁而未知大誼也로다,af44c9d8bcb4be23,로다,False,로다,Level1
자치통감강목3,533,1306,參爲相三年에 百姓이 歌之曰 蕭何爲法에 較若畫一이러니 曹參代之하여 守而勿失이로다,74ada1531b4ccb5e,로다,True,로다,Level1
시경집전(상),1489,3409,要之襋之하여 好人服之로다,80f07300e172e94b,로다,True,로다,Level1
시경집전(상),1492,3420,好人提提하여 宛然左辟하나니 佩其象揥로다,a9a68afba4650a9e,로다,True,로다,Level1
시경집전(상),1497,3433,彼汾沮洳에 言采其莫로다,0604ea5a629546fa,로다,False,로다,Level1
시경집전(상),1498,3434,彼其之子여 美無度로다,45f98f7ddae464d6,로다,True,로다,Level1
시경집전(상),1499,3435,美無度나 殊異乎公路로다,bd2b816b519df6fe,로다,True,로다,Level1
시경집전(상),1502,3444,彼汾一方에 言采其桑이로다,b1dace1f638d24e2,로다,False,로다,Level1
시경집전(상),1503,3445,彼其之子여 美如英이로다,d2d72c7c1b2fc043,로다,True,로다,Level1
시경집전(상),1504,3446,美如英이나 殊異乎公行이로다,994701419d467ec3,로다,True,로다,Level1
시경집전(상),1506,3451,彼汾一曲에 言采其藚이로다,d1993cb84a12185b,로다,False,로다,Level1
시경집전(상),1507,3452,彼其之子여 美如玉이로다,649733bef0b408e2,로다,True,로다,Level1
시경집전(상),1508,3453,美如玉이나 殊異乎公族이로다,1217bd9a865344a2,로다,True,로다,Level1
시경집전(상),1511,3460,園有桃하니 其實之殽로다,b6db9baf62efa4ad,로다,False,로다,Level1
시경집전(상),1513,3462,不知我者는 謂我士也驕로다,37f73025fb969647,로다,False,로다,Level1
시경집전(상),1516,3465,其誰知之리오 蓋亦勿思로다,9dc5ed49ac273fa4,로다,False,로다,Level1
시경집전(상),1519,3476,園有棘하니 其實之食이로다,f19a1fe4d790a08a,로다,False,로다,Level1
시경집전(상),1521,3478,不知我者는 謂我士也罔極이로다,f99a492c29db9087,로다,False,로다,Level1
시경집전(상),1524,3481,其誰知之리오 蓋亦勿思로다,9dc5ed49ac273fa4,로다,False,로다,Level1
시경집전(상),1528,3491,父曰嗟予子行役하여 夙夜無已로다,0150bce90e11e2e9,로다,False,로다,Level1
시경집전(상),1533,3502,母曰嗟予季行役하여 夙夜無寐로다,3ef3a0e75f142694,로다,False,로다,Level1
